Kinase,Compound,Predicted_Kd_Category
CSNK2A1,MLN-120B,>3000nM
CAMK2D,AZD-6244/ARRY-886,>3000nM
PIK3CD,BMS-387032/SNS-032,>3000nM
ABL1(F317I)-phosphorylated,CP-690550,>3000nM
CHEK2,GSK-1838705A,>3000nM
MAP3K3,KW-2449,<3000nM
TYK2(JH1domain-catalytic),INCB18424,<3000nM
ABL1(F317I)-phosphorylated,CHIR-265/RAF-265,>3000nM
RSK1(Kin.Dom.1-N-terminal),BMS-540215,>3000nM
CAMKK2,BMS-540215,>3000nM
FYN,BMS-387032/SNS-032,>3000nM
SGK3,Flavopiridol,>3000nM
JNK3,Nilotinib,>3000nM
MKK7,Staurosporine,<3000nM
ABL1(F317I)-nonphosphorylated,CP-690550,>3000nM
DMPK,AST-487,<3000nM
TYRO3,Gefitinib,>3000nM
ABL1(Y253F)-phosphorylated,GDC-0941,>3000nM
PRKCQ,AT-7519,>3000nM
CAMK2B,BIBW-2992,>3000nM
ROS1,TAE-684,<3000nM
SGK3,BIBW-2992,>3000nM
EGFR,AG-013736,>3000nM
CSF1R,LY-333531,<3000nM
CSNK1G2,BMS-540215,>3000nM
AURKC,PKC-412,<3000nM
HIPK4,MLN-120B,>3000nM
BTK,ABT-869,>3000nM
RIOK1,MLN-120B,>3000nM
CASK,PKC-412,<3000nM
NEK5,CP-690550,>3000nM
FLT3(N841I),AST-487,<3000nM
CIT,PHA-665752,<3000nM
QSK,CI-1033,>3000nM
p38-delta,Pazopanib,>3000nM
MLK1,Ki-20227,>3000nM
"EGFR(L747-T751del,Sins)",Ki-20227,>3000nM
NEK11,INCB18424,>3000nM
AXL,CHIR-258/TKI-258,<3000nM
ACVRL1,Nilotinib,>3000nM
JNK1,GDC-0879,>3000nM
ACVR2B,AZD-1152HQPA,>3000nM
"GCN2(Kin.Dom.2,S808G)",INCB18424,>3000nM
CDK11,BMS-540215,>3000nM
SRPK1,GDC-0879,>3000nM
STK35,PP-242,<3000nM
GRK1,Staurosporine,<3000nM
PYK2,LY-333531,>3000nM
CAMK1D,GDC-0879,>3000nM
GRK4,TAE-684,<3000nM
OSR1,PHA-665752,>3000nM
"KIT(V559D,T670I)",BMS-387032/SNS-032,>3000nM
JAK2(JH1domain-catalytic),MLN-518,>3000nM
DAPK1,PLX-4720,>3000nM
AKT2,PKC-412,<3000nM
CDK11,HKI-272,>3000nM
TNK2,PLX-4720,>3000nM
AXL,PTK-787,>3000nM
HIPK2,TAE-684,<3000nM
PIP5K1C,GW-2580,>3000nM
FLT4,A-674563,<3000nM
TNK1,PTK-787,>3000nM
DYRK1B,GW-2580,>3000nM
PRKCE,BMS-387032/SNS-032,>3000nM
TAK1,ABT-869,>3000nM
MKNK2,Dasatinib,>3000nM
DYRK2,GW-2580,>3000nM
MEK3,ABT-869,>3000nM
MAP3K4,GSK-690693,>3000nM
EIF2AK1,AT-7519,>3000nM
CDK2,MLN-120B,>3000nM
MAP3K2,PLX-4720,>3000nM
IRAK4,MLN-8054,>3000nM
NIM1,AG-013736,>3000nM
PRKCD,MLN-8054,>3000nM
MELK,GSK-1838705A,>3000nM
EPHA4,MLN-518,>3000nM
TNK1,CHIR-265/RAF-265,>3000nM
CSNK1G1,Vandetanib,>3000nM
RSK1(Kin.Dom.2-C-terminal),AG-013736,>3000nM
EPHB3,AB-1010,>3000nM
CSNK1G3,R547,>3000nM
RIPK2,PTK-787,>3000nM
CAMK1G,R547,>3000nM
ERK2,Pazopanib,>3000nM
PLK3,Vandetanib,>3000nM
NEK2,LY-333531,>3000nM
VRK2,Flavopiridol,>3000nM
CLK1,LY-317615,<3000nM
TNK2,BMS-387032/SNS-032,>3000nM
HCK,AG-013736,<3000nM
STK39,AZD-2171,>3000nM
NEK5,HKI-272,>3000nM
ARK5,PTK-787,>3000nM
GSK3B,LY-333531,<3000nM
GRK4,BMS-345541,>3000nM
TIE2,GSK-690693,>3000nM
EPHA1,ABT-869,>3000nM
DCAMKL2,AC220,>3000nM
CDK4-cyclinD3,PLX-4720,>3000nM
DCAMKL2,R406,<3000nM
PFCDPK1(P.falciparum),Pazopanib,>3000nM
KIT(V559D),BMS-540215,<3000nM
VRK2,AB-1010,>3000nM
TNK1,PP-242,<3000nM
PAK3,Staurosporine,<3000nM
BRK,TG-101348,<3000nM
PRKR,AC220,>3000nM
BMPR2,PKC-412,>3000nM
MYO3A,Imatinib,>3000nM
MET,CHIR-258/TKI-258,<3000nM
MARK2,BIRB-796,>3000nM
FRK,CHIR-265/RAF-265,<3000nM
TYRO3,TAE-684,<3000nM
DMPK,Vandetanib,>3000nM
EPHA7,SGX-523,>3000nM
MAST1,Flavopiridol,>3000nM
FGFR3,Erlotinib,<3000nM
NEK1,AZD-2171,>3000nM
SGK3,Gefitinib,>3000nM
MEK4,CHIR-258/TKI-258,>3000nM
PRKG1,AC220,>3000nM
PLK3,LY-317615,>3000nM
MAP4K4,Nilotinib,>3000nM
TGFBR1,LY-317615,>3000nM
FLT1,A-674563,<3000nM
FER,Flavopiridol,>3000nM
PRKCI,GDC-0879,>3000nM
ABL1(H396P)-nonphosphorylated,Imatinib,<3000nM
CSNK1G3,AB-1010,>3000nM
FGR,GSK-690693,>3000nM
MEK5,Imatinib,<3000nM
AMPK-alpha2,PTK-787,>3000nM
MAP3K1,CEP-701,<3000nM
DAPK2,GDC-0879,>3000nM
CASK,AG-013736,>3000nM
EPHB4,Imatinib,>3000nM
PIK3CA(E545A),A-674563,>3000nM
MEK3,Dasatinib,>3000nM
p38-alpha,BMS-540215,>3000nM
YANK1,Gefitinib,>3000nM
JAK2(JH1domain-catalytic),HKI-272,>3000nM
MST2,Nilotinib,>3000nM
IGF1R,MLN-120B,>3000nM
EGFR(S752-I759del),BMS-540215,>3000nM
FLT1,BMS-540215,<3000nM
PIM1,BMS-387032/SNS-032,>3000nM
MAP4K4,BIRB-796,<3000nM
ABL1-phosphorylated,PHA-665752,<3000nM
YANK3,Imatinib,>3000nM
PDGFRB,Gefitinib,<3000nM
ABL1(T315I)-nonphosphorylated,SB-203580,>3000nM
ERK3,TAE-684,<3000nM
PIM3,SB-203580,>3000nM
NEK11,PLX-4720,>3000nM
EPHB3,MLN-8054,>3000nM
"EGFR(L858R,T790M)",PP-242,<3000nM
GRK1,BMS-345541,>3000nM
RIOK1,PLX-4720,>3000nM
HIPK2,PP-242,<3000nM
NEK2,Gefitinib,>3000nM
"EGFR(L747-E749del, A750P)",BMS-540215,>3000nM
RSK4(Kin.Dom.1-N-terminal),Flavopiridol,>3000nM
PAK7,MLN-518,>3000nM
CSNK1E,Vandetanib,<3000nM
PFCDPK1(P.falciparum),CHIR-258/TKI-258,<3000nM
LYN,Dasatinib,<3000nM
RPS6KA4(Kin.Dom.2-C-terminal),Flavopiridol,<3000nM
MKK7,CP-690550,>3000nM
TRKB,PD-173955,<3000nM
MET(Y1235D),BMS-387032/SNS-032,>3000nM
ABL1(Q252H)-nonphosphorylated,LY-317615,>3000nM
MRCKA,Imatinib,>3000nM
MST1,Crizotinib,>3000nM
MAP3K15,CP-690550,>3000nM
p38-delta,AB-1010,>3000nM
MRCKB,CP-690550,>3000nM
ACVR2A,SGX-523,>3000nM
MAP3K15,LY-317615,>3000nM
CDK11,GSK-1838705A,>3000nM
JNK2,AZD-1152HQPA,>3000nM
PYK2,Staurosporine,<3000nM
RET,BMS-387032/SNS-032,>3000nM
NDR1,Erlotinib,>3000nM
JAK3(JH1domain-catalytic),BI-2536,>3000nM
BRSK1,KW-2449,>3000nM
KIT(D816H),Pazopanib,<3000nM
PIK3CA(E545A),PLX-4720,>3000nM
RIPK2,SGX-523,>3000nM
PIP5K1C,BMS-540215,>3000nM
YANK1,PLX-4720,>3000nM
ACVR1B,AG-013736,>3000nM
AKT2,TG-101348,>3000nM
TESK1,PLX-4720,>3000nM
RIPK1,GSK-1838705A,>3000nM
RSK1(Kin.Dom.2-C-terminal),BIRB-796,>3000nM
PAK7,INCB18424,>3000nM
NLK,Staurosporine,<3000nM
JAK1(JH2domain-pseudokinase),Pazopanib,>3000nM
MAPKAPK5,MLN-8054,>3000nM
PAK2,INCB18424,>3000nM
RPS6KA5(Kin.Dom.1-N-terminal),Lapatinib,>3000nM
PDGFRB,AST-487,<3000nM
MAP3K3,Vandetanib,<3000nM
TNNI3K,PLX-4720,>3000nM
STK39,PKC-412,<3000nM
PIK3CA(E545A),ABT-869,>3000nM
ERK8,PD-173955,<3000nM
PIK3CA,BMS-540215,>3000nM
CDC2L5,KW-2449,<3000nM
JNK2,BI-2536,>3000nM
PIK3CG,AST-487,>3000nM
MAP3K4,PD-173955,>3000nM
HCK,CHIR-265/RAF-265,<3000nM
RIPK4,SGX-523,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),JNJ-28312141,<3000nM
RET(V804L),JNJ-28312141,<3000nM
ABL1(F317I)-phosphorylated,AB-1010,<3000nM
PKNB(M.tuberculosis),MLN-120B,>3000nM
RIPK1,BMS-540215,>3000nM
JAK2(JH1domain-catalytic),Lapatinib,>3000nM
"EGFR(L747-T751del,Sins)",BMS-345541,>3000nM
PKAC-beta,BIRB-796,>3000nM
CSNK2A1,BMS-345541,>3000nM
EGFR(G719C),GSK-690693,>3000nM
CSNK1D,Gefitinib,>3000nM
ASK1,AZD-2171,>3000nM
IKK-beta,AST-487,<3000nM
CAMKK2,CEP-701,<3000nM
"KIT(V559D,T670I)",HKI-272,>3000nM
ERK5,SGX-523,>3000nM
CHEK2,KW-2449,<3000nM
p38-beta,A-674563,>3000nM
EPHA7,BI-2536,>3000nM
PIM1,CHIR-265/RAF-265,>3000nM
MAP4K3,AB-1010,>3000nM
HUNK,BIRB-796,>3000nM
PIK3CA(E545K),CHIR-258/TKI-258,>3000nM
MYLK,AT-7519,>3000nM
FLT3(D835Y),LY-333531,<3000nM
TNIK,Staurosporine,<3000nM
ABL1(T315I)-nonphosphorylated,PKC-412,<3000nM
"EGFR(L747-T751del,Sins)",TAE-684,<3000nM
NLK,PLX-4720,>3000nM
ROCK2,ABT-869,>3000nM
FGFR1,Imatinib,>3000nM
SGK3,MLN-518,>3000nM
p38-alpha,PKC-412,>3000nM
ICK,SB-203580,>3000nM
TIE1,CP-690550,>3000nM
TYK2(JH1domain-catalytic),PKC-412,<3000nM
JAK2(JH1domain-catalytic),JNJ-28312141,<3000nM
ABL1(F317L)-phosphorylated,Vandetanib,<3000nM
JNK1,Gefitinib,>3000nM
NEK3,R547,>3000nM
FLT3(ITD),CHIR-258/TKI-258,<3000nM
MET(Y1235D),Ki-20227,<3000nM
MRCKB,CHIR-265/RAF-265,>3000nM
CSNK2A2,HKI-272,>3000nM
BRK,AB-1010,>3000nM
TNK1,Vandetanib,<3000nM
PRKCH,PLX-4720,>3000nM
WEE1,AZD-1152HQPA,>3000nM
FLT3(R834Q),CI-1033,<3000nM
DCAMKL1,Erlotinib,>3000nM
PRKG2,PLX-4720,>3000nM
BRK,AZD-2171,>3000nM
MAP3K2,Lapatinib,>3000nM
FRK,BMS-345541,>3000nM
CDK2,TAE-684,<3000nM
SgK110,PKC-412,<3000nM
CSNK1A1L,Erlotinib,>3000nM
"KIT(V559D,V654A)",AZD-2171,<3000nM
FLT3(D835H),Crizotinib,<3000nM
PLK3,ABT-869,>3000nM
PFCDPK1(P.falciparum),BMS-345541,>3000nM
NEK4,JNJ-28312141,>3000nM
MARK1,PHA-665752,>3000nM
NEK4,SGX-523,>3000nM
LOK,A-674563,<3000nM
AKT2,Gefitinib,>3000nM
PRKCE,AG-013736,>3000nM
MST4,AG-013736,>3000nM
BTK,MLN-518,>3000nM
DCAMKL2,ABT-869,>3000nM
JNK1,CHIR-265/RAF-265,>3000nM
CDK4-cyclinD1,BMS-387032/SNS-032,<3000nM
MEK3,Nilotinib,>3000nM
ULK3,CI-1033,>3000nM
CAMK1G,CP-690550,>3000nM
NEK9,PHA-665752,>3000nM
LRRK2,CI-1033,>3000nM
EPHB4,Gefitinib,<3000nM
RPS6KA5(Kin.Dom.1-N-terminal),Vandetanib,>3000nM
PRKG1,BMS-387032/SNS-032,>3000nM
MKNK2,Pazopanib,<3000nM
CSNK2A1,ABT-869,>3000nM
PIK3CG,CI-1033,>3000nM
DMPK,CI-1033,>3000nM
ABL1(T315I)-phosphorylated,GSK-1838705A,>3000nM
LATS1,CI-1033,>3000nM
MET,GDC-0879,>3000nM
PIK4CB,Staurosporine,<3000nM
FGFR3(G697C),SB-203580,>3000nM
CSNK1D,Pazopanib,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),HKI-272,>3000nM
HIPK2,HKI-272,>3000nM
MAP3K4,GW-2580,>3000nM
LOK,TG-101348,<3000nM
ABL1(E255K)-phosphorylated,Lapatinib,>3000nM
AKT2,AZD-2171,>3000nM
JAK1(JH2domain-pseudokinase),Staurosporine,<3000nM
ABL1(T315I)-phosphorylated,LY-333531,>3000nM
SNRK,BI-2536,>3000nM
MAPKAPK2,SB-203580,>3000nM
LATS2,R406,<3000nM
MAP3K15,HKI-272,>3000nM
CSNK1E,INCB18424,<3000nM
CAMK1G,R406,<3000nM
ASK1,CI-1033,>3000nM
EPHA3,LY-333531,>3000nM
DMPK2,Crizotinib,>3000nM
PIM2,Dasatinib,>3000nM
CDK4-cyclinD1,PD-173955,>3000nM
NLK,CHIR-258/TKI-258,>3000nM
"KIT(V559D,T670I)",JNJ-28312141,<3000nM
MRCKA,PHA-665752,>3000nM
ERBB3,AG-013736,>3000nM
GRK4,ABT-869,>3000nM
STK36,CHIR-265/RAF-265,>3000nM
DCAMKL2,SGX-523,>3000nM
PRKX,BIBW-2992,>3000nM
PDPK1,Gefitinib,>3000nM
CDK8,BI-2536,>3000nM
NLK,AZD-6244/ARRY-886,>3000nM
JAK3(JH1domain-catalytic),MLN-518,>3000nM
CLK4,BMS-387032/SNS-032,<3000nM
ERBB4,SB-203580,>3000nM
EPHA4,AG-013736,>3000nM
EPHA5,AZD-6244/ARRY-886,>3000nM
CSK,GSK-1838705A,>3000nM
ABL1(F317I)-nonphosphorylated,Pazopanib,<3000nM
ADCK3,CHIR-265/RAF-265,>3000nM
CLK2,PLX-4720,>3000nM
CSNK1A1L,TG-101348,>3000nM
YSK4,SB-203580,<3000nM
YES,AG-013736,<3000nM
PLK3,AC220,>3000nM
GSK3B,Vandetanib,>3000nM
MEK2,AC220,>3000nM
JAK1(JH2domain-pseudokinase),BIBW-2992,>3000nM
RIPK4,KW-2449,<3000nM
MEK2,AB-1010,>3000nM
FGFR1,PLX-4720,>3000nM
CAMK2G,GSK-690693,>3000nM
TBK1,CHIR-258/TKI-258,>3000nM
RET,Ki-20227,<3000nM
FES,GDC-0941,>3000nM
PRKX,HKI-272,>3000nM
ZAK,AC220,>3000nM
TNK2,AZD-1152HQPA,>3000nM
PCTK2,Pazopanib,>3000nM
SNARK,JNJ-28312141,<3000nM
FLT3(D835Y),BMS-387032/SNS-032,>3000nM
MEK5,CHIR-258/TKI-258,<3000nM
ULK1,TAE-684,<3000nM
EGFR(G719C),GSK-1838705A,>3000nM
PIP5K2B,Imatinib,>3000nM
EPHB2,Staurosporine,<3000nM
RSK2(Kin.Dom.1-N-terminal),MLN-8054,>3000nM
ABL1(F317I)-nonphosphorylated,PP-242,<3000nM
BRAF(V600E),Flavopiridol,>3000nM
MST2,PTK-787,>3000nM
CAMK2A,AST-487,>3000nM
CAMKK2,Erlotinib,>3000nM
LTK,CP-690550,>3000nM
RSK4(Kin.Dom.1-N-terminal),AG-013736,>3000nM
NEK4,KW-2449,>3000nM
IRAK4,LY-333531,>3000nM
ULK3,AST-487,<3000nM
PKNB(M.tuberculosis),AG-013736,>3000nM
ERK2,BIBW-2992,>3000nM
IRAK3,Vandetanib,<3000nM
CDC2L5,AT-7519,>3000nM
HIPK3,AZD-2171,>3000nM
ABL1(F317L)-nonphosphorylated,Gefitinib,<3000nM
MET(Y1235D),PKC-412,<3000nM
BMPR2,AG-013736,>3000nM
PLK4,AST-487,<3000nM
IKK-epsilon,Lapatinib,>3000nM
EGFR,R406,<3000nM
EGFR(L858R),JNJ-28312141,<3000nM
EPHB3,GDC-0879,>3000nM
CDC2L2,GDC-0941,>3000nM
ACVR1,GW-2580,>3000nM
ITK,PTK-787,>3000nM
PRKX,LY-317615,>3000nM
KIT(L576P),SB-203580,>3000nM
EPHA6,Flavopiridol,<3000nM
MAP3K4,TAE-684,<3000nM
ACVR1B,TG-101348,<3000nM
ABL1(Q252H)-nonphosphorylated,Ki-20227,<3000nM
JAK1(JH1domain-catalytic),BIBW-2992,>3000nM
MEK5,INCB18424,<3000nM
CSF1R,LY-317615,>3000nM
MRCKB,Staurosporine,<3000nM
AXL,Lapatinib,>3000nM
PCTK2,Staurosporine,<3000nM
TNNI3K,GDC-0941,>3000nM
FGFR4,Gefitinib,>3000nM
ERK1,GDC-0941,>3000nM
MYO3A,GSK-1838705A,>3000nM
LOK,AZD-1152HQPA,<3000nM
CAMK1,Lapatinib,>3000nM
PIM3,Erlotinib,>3000nM
EPHB4,Flavopiridol,<3000nM
ABL2,CP-690550,>3000nM
"EGFR(L858R,T790M)",BI-2536,<3000nM
PIK3CB,R547,>3000nM
KIT,AST-487,<3000nM
EGFR(E746-A750del),AZD-6244/ARRY-886,>3000nM
CIT,CHIR-265/RAF-265,>3000nM
TESK1,AZD-1152HQPA,>3000nM
YANK3,Dasatinib,>3000nM
CDK5,Imatinib,>3000nM
MKNK2,AG-013736,>3000nM
ABL1(T315I)-nonphosphorylated,AST-487,<3000nM
HCK,BMS-540215,>3000nM
SYK,Staurosporine,<3000nM
DYRK1B,BMS-345541,>3000nM
PIK3C2B,LY-317615,>3000nM
MAP4K5,PHA-665752,<3000nM
CAMK2G,PLX-4720,>3000nM
MAP3K1,Pazopanib,>3000nM
PAK4,BIBW-2992,>3000nM
IKK-beta,AG-013736,>3000nM
MYLK,SB-203580,>3000nM
RIPK1,CI-1033,>3000nM
MARK1,R547,>3000nM
PRKD2,Staurosporine,<3000nM
SBK1,PHA-665752,>3000nM
ACVR2A,Gefitinib,>3000nM
CDC2L1,BIBW-2992,>3000nM
RIPK4,AZD-6244/ARRY-886,>3000nM
MAPKAPK5,Flavopiridol,>3000nM
ULK2,CP-690550,>3000nM
"GCN2(Kin.Dom.2,S808G)",HKI-272,>3000nM
PIK3CB,Flavopiridol,>3000nM
TRKA,CHIR-258/TKI-258,<3000nM
ACVR2A,AC220,>3000nM
MARK4,TAE-684,<3000nM
CSNK2A2,AB-1010,>3000nM
ALK,Gefitinib,>3000nM
MKK7,Imatinib,>3000nM
PAK1,Erlotinib,>3000nM
MKNK1,BIRB-796,>3000nM
PIK3CA(I800L),BMS-345541,>3000nM
EPHA1,Flavopiridol,>3000nM
IGF1R,JNJ-28312141,>3000nM
"KIT(V559D,V654A)",PKC-412,<3000nM
ABL2,AB-1010,<3000nM
PCTK1,INCB18424,>3000nM
EGFR(E746-A750del),MLN-120B,>3000nM
TYK2(JH1domain-catalytic),SGX-523,>3000nM
ICK,A-674563,>3000nM
PDGFRB,AZD-2171,<3000nM
PHKG1,MLN-120B,>3000nM
TNK2,GDC-0941,>3000nM
CDK5,AZD-6244/ARRY-886,>3000nM
PIK3CD,Pazopanib,>3000nM
MAST1,Dasatinib,>3000nM
ERBB2,PTK-787,>3000nM
PIK3CA,Erlotinib,>3000nM
NEK2,R547,>3000nM
KIT(V559D),INCB18424,>3000nM
MST2,AG-013736,<3000nM
MEK5,MLN-8054,>3000nM
KIT(V559D),ABT-869,<3000nM
CAMKK1,Nilotinib,>3000nM
MERTK,BIBW-2992,>3000nM
AURKA,Vandetanib,>3000nM
MARK4,Vandetanib,>3000nM
TNK2,MLN-120B,>3000nM
MST3,GW-2580,>3000nM
EPHA8,CEP-701,<3000nM
PIM3,Pazopanib,>3000nM
PCTK3,TAE-684,<3000nM
PIK3CA(E542K),PKC-412,>3000nM
NLK,Pazopanib,>3000nM
CTK,BIBW-2992,>3000nM
ALK,SGX-523,>3000nM
FLT4,AZD-1152HQPA,<3000nM
FLT3(ITD),Dasatinib,<3000nM
ERBB2,BI-2536,>3000nM
ABL1(F317L)-nonphosphorylated,Imatinib,<3000nM
FGFR2,CP-690550,>3000nM
HIPK1,AT-7519,>3000nM
YSK4,SGX-523,>3000nM
MTOR,Staurosporine,<3000nM
JAK3(JH1domain-catalytic),PTK-787,>3000nM
CDK8,LY-333531,>3000nM
AAK1,AZD-2171,>3000nM
TYRO3,PTK-787,>3000nM
TNK2,HKI-272,>3000nM
MAP3K15,R406,<3000nM
HIPK3,CHIR-265/RAF-265,>3000nM
TNNI3K,AZD-6244/ARRY-886,>3000nM
BRAF(V600E),BIRB-796,>3000nM
FLT1,CHIR-258/TKI-258,<3000nM
MEK6,LY-333531,>3000nM
MAP4K5,Staurosporine,<3000nM
PKN1,PKC-412,<3000nM
PIM3,BMS-540215,>3000nM
DDR2,PLX-4720,>3000nM
CDKL3,BMS-345541,>3000nM
DMPK,TG-101348,<3000nM
CAMK2D,AB-1010,>3000nM
CASK,Pazopanib,>3000nM
TLK2,AST-487,>3000nM
AMPK-alpha1,BMS-387032/SNS-032,>3000nM
JNK3,PKC-412,>3000nM
DLK,AT-7519,>3000nM
NDR1,SGX-523,>3000nM
MINK,BMS-345541,>3000nM
PRKD2,Imatinib,>3000nM
BTK,Dasatinib,<3000nM
VEGFR2,AZD-6244/ARRY-886,>3000nM
HIPK3,AG-013736,<3000nM
CLK1,TAE-684,<3000nM
FGFR1,AC220,>3000nM
NEK11,PP-242,>3000nM
YSK4,TAE-684,<3000nM
JAK1(JH1domain-catalytic),SB-203580,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),AZD-2171,>3000nM
ERK3,PLX-4720,>3000nM
PRKD3,HKI-272,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),AC220,>3000nM
PKN2,TG-101348,<3000nM
AURKB,Erlotinib,>3000nM
RIOK3,Imatinib,>3000nM
TRPM6,Crizotinib,>3000nM
ABL1(H396P)-phosphorylated,Pazopanib,<3000nM
"EGFR(L747-T751del,Sins)",AZD-1152HQPA,<3000nM
IKK-epsilon,CP-690550,>3000nM
PAK6,MLN-518,>3000nM
ACVR2B,GW-2580,>3000nM
KIT(V559D),HKI-272,>3000nM
CSNK2A1,LY-317615,>3000nM
BTK,PTK-787,>3000nM
CSNK1D,CP-690550,>3000nM
NEK9,AZD-2171,>3000nM
LTK,PP-242,<3000nM
ABL1-phosphorylated,CP-690550,>3000nM
EGFR(E746-A750del),BMS-540215,>3000nM
FYN,TG-101348,<3000nM
PIK4CB,LY-317615,>3000nM
ROS1,Vandetanib,>3000nM
PDGFRA,CHIR-258/TKI-258,<3000nM
TEC,AG-013736,>3000nM
BRK,AST-487,<3000nM
PHKG1,PLX-4720,>3000nM
p38-gamma,Imatinib,>3000nM
AURKB,PD-173955,>3000nM
"EGFR(L747-T751del,Sins)",AT-7519,>3000nM
"EGFR(L747-E749del, A750P)",KW-2449,<3000nM
ABL1(Q252H)-phosphorylated,CHIR-265/RAF-265,<3000nM
BRAF,CHIR-258/TKI-258,<3000nM
LCK,Pazopanib,<3000nM
IKK-epsilon,AC220,>3000nM
SNRK,CI-1033,>3000nM
FES,SGX-523,>3000nM
FLT1,Gefitinib,>3000nM
MAP4K5,JNJ-28312141,<3000nM
ABL1(E255K)-phosphorylated,GSK-1838705A,>3000nM
CDK3,GW-2580,>3000nM
DCAMKL3,AZD-6244/ARRY-886,>3000nM
PKN2,LY-333531,>3000nM
CSNK1A1,JNJ-28312141,>3000nM
PIK3CA(E545A),HKI-272,>3000nM
PIK4CB,Flavopiridol,>3000nM
ADCK3,SGX-523,>3000nM
ACVR2B,BMS-540215,>3000nM
EGFR(E746-A750del),AST-487,<3000nM
PIK3CA(I800L),CEP-701,>3000nM
PIK3CA(H1047L),Imatinib,>3000nM
RET(M918T),PLX-4720,<3000nM
MLCK,ABT-869,>3000nM
MAPKAPK5,MLN-120B,>3000nM
MAK,MLN-518,>3000nM
PAK4,Ki-20227,>3000nM
CDK9,Imatinib,>3000nM
AXL,JNJ-28312141,<3000nM
PRP4,JNJ-28312141,>3000nM
EPHA4,CP-690550,>3000nM
PRKD3,PD-173955,<3000nM
AURKC,BMS-387032/SNS-032,>3000nM
ABL1(Q252H)-phosphorylated,Imatinib,<3000nM
NEK5,Erlotinib,>3000nM
MRCKB,PD-173955,>3000nM
RSK1(Kin.Dom.2-C-terminal),PTK-787,>3000nM
PKMYT1,BMS-540215,>3000nM
PIK3CB,TAE-684,>3000nM
SYK,Flavopiridol,>3000nM
OSR1,R547,>3000nM
EGFR(E746-A750del),AB-1010,>3000nM
MAP3K3,LY-317615,>3000nM
CIT,AG-013736,>3000nM
GRK7,MLN-120B,>3000nM
JAK3(JH1domain-catalytic),SGX-523,>3000nM
TTK,R406,<3000nM
MAK,MLN-120B,>3000nM
"EGFR(L747-T751del,Sins)",AB-1010,>3000nM
IKK-epsilon,PD-173955,>3000nM
MYO3B,PTK-787,>3000nM
YES,AZD-2171,<3000nM
ULK1,AB-1010,>3000nM
TAOK3,CEP-701,<3000nM
"KIT(V559D,V654A)",INCB18424,>3000nM
MAP3K15,BMS-540215,>3000nM
JNK2,ABT-869,<3000nM
KIT,Crizotinib,<3000nM
PFTK1,BMS-540215,>3000nM
PFTK1,AT-7519,>3000nM
AKT1,MLN-518,>3000nM
ALK,KW-2449,<3000nM
PIK3C2B,Ki-20227,>3000nM
TYRO3,Crizotinib,>3000nM
JAK1(JH2domain-pseudokinase),R406,<3000nM
ABL1(F317I)-phosphorylated,A-674563,>3000nM
CDK9,AZD-6244/ARRY-886,>3000nM
p38-beta,SGX-523,>3000nM
NEK6,PTK-787,>3000nM
HIPK3,LY-317615,<3000nM
SRPK1,HKI-272,>3000nM
YANK3,GDC-0941,>3000nM
EGFR(L861Q),SGX-523,>3000nM
MEK3,KW-2449,<3000nM
PHKG2,AB-1010,>3000nM
MRCKA,Nilotinib,>3000nM
STK36,Dasatinib,>3000nM
ROCK1,LY-333531,>3000nM
MLK2,ABT-869,>3000nM
EPHB2,GW-2580,>3000nM
PAK6,SGX-523,>3000nM
ABL1(F317I)-phosphorylated,PTK-787,>3000nM
PCTK2,R547,>3000nM
PAK6,BMS-345541,>3000nM
CAMK1G,Erlotinib,>3000nM
LOK,PP-242,<3000nM
ULK1,CEP-701,<3000nM
ABL1(T315I)-nonphosphorylated,A-674563,>3000nM
NLK,BIBW-2992,>3000nM
JAK2(JH1domain-catalytic),GSK-690693,>3000nM
PRKCH,Imatinib,>3000nM
KIT,Lapatinib,>3000nM
NDR2,MLN-8054,>3000nM
PDGFRA,SGX-523,>3000nM
ULK3,BIRB-796,>3000nM
PRKCI,GSK-690693,>3000nM
IKK-beta,BMS-387032/SNS-032,>3000nM
FRK,BMS-387032/SNS-032,>3000nM
DYRK1B,Erlotinib,>3000nM
TNIK,GW-2580,>3000nM
CSNK1E,Pazopanib,<3000nM
CTK,AB-1010,>3000nM
YSK4,CHIR-265/RAF-265,<3000nM
SRPK3,LY-333531,>3000nM
DYRK1A,Lapatinib,>3000nM
MAPKAPK2,AZD-6244/ARRY-886,>3000nM
MERTK,LY-333531,>3000nM
IKK-epsilon,SB-203580,>3000nM
CASK,R406,<3000nM
EGFR(L858R),Dasatinib,<3000nM
PLK2,TAE-684,<3000nM
PFTK1,CHIR-265/RAF-265,>3000nM
ACVR2A,CI-1033,>3000nM
TAOK1,PKC-412,<3000nM
ERN1,ABT-869,>3000nM
PRKR,LY-317615,>3000nM
PFCDPK1(P.falciparum),MLN-8054,>3000nM
MAP4K5,BI-2536,>3000nM
EPHA8,Flavopiridol,>3000nM
RET(M918T),TG-101348,<3000nM
ICK,GSK-690693,>3000nM
MLCK,PD-173955,>3000nM
