Kinase,Compound,Predicted_Kd_Category
TGFBR1,BMS-345541,>3000nM
PDPK1,R547,>3000nM
PAK2,AG-013736,>3000nM
CTK,GSK-690693,>3000nM
STK35,MLN-518,>3000nM
MYLK2,Ki-20227,>3000nM
CAMK1D,CHIR-258/TKI-258,>3000nM
MAP3K1,PLX-4720,>3000nM
LRRK2(G2019S),Flavopiridol,>3000nM
LIMK2,AZD-6244/ARRY-886,>3000nM
TRKC,TAE-684,>3000nM
ABL1(Q252H)-nonphosphorylated,Ki-20227,>3000nM
TLK1,BIBW-2992,>3000nM
FLT3,Nilotinib,>3000nM
MUSK,PTK-787,>3000nM
PAK7,GDC-0879,>3000nM
PRKCQ,AB-1010,>3000nM
RSK1(Kin.Dom.2-C-terminal),PHA-665752,>3000nM
PRKG2,MLN-518,>3000nM
EPHB3,PHA-665752,>3000nM
YANK1,LY-317615,>3000nM
CLK4,INCB18424,>3000nM
PKNB(M.tuberculosis),CP-690550,>3000nM
AKT3,PKC-412,>3000nM
TLK1,AT-7519,>3000nM
IKK-alpha,BMS-345541,>3000nM
CHEK1,CHIR-265/RAF-265,>3000nM
KIT(V559D),SGX-523,>3000nM
EPHB6,LY-317615,>3000nM
ROCK1,Lapatinib,>3000nM
RIPK5,PTK-787,>3000nM
EGFR(T790M),Gefitinib,>3000nM
CDK5,PP-242,>3000nM
"EGFR(L747-T751del,Sins)",TAE-684,>3000nM
FGFR2,BMS-387032/SNS-032,>3000nM
INSR,AZD-2171,>3000nM
CDKL1,Pazopanib,>3000nM
PRKCI,CI-1033,>3000nM
PCTK3,Gefitinib,>3000nM
PIK3CA(H1047L),SGX-523,>3000nM
PIK3CA(Q546K),PP-242,>3000nM
SgK110,TAE-684,>3000nM
QSK,AG-013736,>3000nM
MAP4K4,LY-317615,>3000nM
HPK1,R406,>3000nM
PLK2,GW-2580,>3000nM
ERK4,SB-203580,>3000nM
FGFR3,Nilotinib,>3000nM
p38-delta,BIRB-796,>3000nM
MAP4K3,BI-2536,>3000nM
EPHA3,GSK-1838705A,>3000nM
RAF1,ABT-869,>3000nM
ROS1,AC220,>3000nM
p38-gamma,LY-317615,>3000nM
PKMYT1,GSK-690693,>3000nM
PRKG1,CHIR-265/RAF-265,>3000nM
JNK3,PP-242,>3000nM
ADCK4,INCB18424,>3000nM
TNNI3K,Imatinib,>3000nM
BMX,PKC-412,>3000nM
PIK3CA(Q546K),CHIR-265/RAF-265,>3000nM
FGFR1,LY-317615,>3000nM
ACVR2A,Staurosporine,>3000nM
PRKCI,Vandetanib,>3000nM
IKK-beta,INCB18424,>3000nM
PLK3,Gefitinib,>3000nM
TBK1,BMS-540215,>3000nM
PRKR,BMS-345541,>3000nM
CAMK2D,AZD-1152HQPA,>3000nM
YANK1,BMS-387032/SNS-032,>3000nM
RIOK1,BMS-387032/SNS-032,>3000nM
EPHA1,LY-317615,>3000nM
ULK2,AZD-1152HQPA,>3000nM
HIPK4,Crizotinib,>3000nM
EGFR(G719C),PD-173955,>3000nM
SBK1,CHIR-258/TKI-258,>3000nM
PKMYT1,Gefitinib,>3000nM
CAMK2G,MLN-518,>3000nM
SRC,ABT-869,>3000nM
ALK,CHIR-258/TKI-258,>3000nM
PFCDPK1(P.falciparum),CI-1033,>3000nM
JNK3,LY-333531,>3000nM
FLT3(N841I),Staurosporine,>3000nM
AURKA,BMS-540215,>3000nM
SgK110,AST-487,>3000nM
WEE2,BIBW-2992,>3000nM
NLK,TG-101348,>3000nM
TRPM6,BMS-345541,>3000nM
PIK3CA(E545K),LY-317615,>3000nM
ABL1(Y253F)-phosphorylated,GW-2580,>3000nM
STK35,BMS-387032/SNS-032,>3000nM
ABL1-phosphorylated,AST-487,>3000nM
SRMS,AZD-1152HQPA,>3000nM
RET(V804L),AST-487,>3000nM
MAPKAPK2,AG-013736,>3000nM
HPK1,GDC-0941,>3000nM
AKT3,MLN-8054,>3000nM
MRCKA,GSK-1838705A,>3000nM
SNRK,JNJ-28312141,>3000nM
KIT,GDC-0941,>3000nM
PRKR,GSK-1838705A,>3000nM
IRAK3,CI-1033,>3000nM
MYO3A,PLX-4720,>3000nM
MAPKAPK2,A-674563,>3000nM
NDR2,BIBW-2992,>3000nM
YANK1,Lapatinib,>3000nM
ABL1-nonphosphorylated,CEP-701,>3000nM
PDGFRA,GDC-0941,>3000nM
DYRK2,AZD-2171,>3000nM
DMPK2,MLN-8054,>3000nM
LIMK1,Dasatinib,>3000nM
ERK2,Vandetanib,>3000nM
ULK2,Flavopiridol,>3000nM
ROS1,GW-2580,>3000nM
CDK3,SB-203580,>3000nM
SGK3,LY-333531,>3000nM
VEGFR2,PKC-412,>3000nM
NEK2,BMS-387032/SNS-032,>3000nM
CIT,PTK-787,>3000nM
INSR,A-674563,>3000nM
PIM2,GW-2580,>3000nM
EPHA7,GSK-690693,>3000nM
RPS6KA4(Kin.Dom.1-N-terminal),MLN-8054,>3000nM
EPHA2,GSK-1838705A,>3000nM
ULK2,GDC-0879,>3000nM
PKMYT1,BIRB-796,>3000nM
TTK,JNJ-28312141,>3000nM
STK16,LY-317615,>3000nM
RIOK2,BMS-345541,>3000nM
NEK1,CI-1033,>3000nM
MAP3K15,PTK-787,>3000nM
DCAMKL3,BMS-387032/SNS-032,>3000nM
DAPK1,TG-101348,>3000nM
PRKR,JNJ-28312141,>3000nM
ABL1(F317I)-phosphorylated,MLN-120B,>3000nM
MAPKAPK5,Crizotinib,>3000nM
CDKL5,SGX-523,>3000nM
MAP3K15,MLN-518,>3000nM
RSK3(Kin.Dom.2-C-terminal),GDC-0941,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),AZD-2171,>3000nM
CDKL2,Flavopiridol,>3000nM
PRP4,Flavopiridol,>3000nM
TYK2(JH1domain-catalytic),TG-101348,>3000nM
STK35,TAE-684,>3000nM
ABL2,Nilotinib,>3000nM
STK39,BMS-345541,>3000nM
MARK2,AZD-6244/ARRY-886,>3000nM
BMPR1A,AZD-2171,>3000nM
PRKD3,PHA-665752,>3000nM
AKT1,R547,>3000nM
ABL1(F317I)-nonphosphorylated,Nilotinib,>3000nM
CHEK2,CP-690550,>3000nM
BLK,LY-317615,>3000nM
CLK1,AG-013736,>3000nM
ERBB4,MLN-8054,>3000nM
MYLK2,GSK-1838705A,>3000nM
TIE2,MLN-8054,>3000nM
MAK,BIBW-2992,>3000nM
PHKG2,GSK-1838705A,>3000nM
ABL1(F317L)-nonphosphorylated,AC220,>3000nM
TTK,AZD-2171,>3000nM
CDK9,MLN-518,>3000nM
CDKL2,JNJ-28312141,>3000nM
RSK4(Kin.Dom.1-N-terminal),MLN-518,>3000nM
JNK2,GSK-1838705A,>3000nM
PIK3CA(E545K),Staurosporine,>3000nM
FLT3,BMS-540215,>3000nM
TLK1,INCB18424,>3000nM
TIE2,AZD-6244/ARRY-886,>3000nM
FGFR4,PLX-4720,>3000nM
RSK3(Kin.Dom.2-C-terminal),R406,>3000nM
VEGFR2,CP-690550,>3000nM
PIK3CB,CHIR-258/TKI-258,>3000nM
RIPK2,Crizotinib,>3000nM
DRAK2,GDC-0941,>3000nM
SNARK,BMS-540215,>3000nM
MRCKB,GSK-1838705A,>3000nM
CSNK1A1,Lapatinib,>3000nM
PCTK1,SB-203580,>3000nM
PKN1,AC220,>3000nM
p38-beta,JNJ-28312141,>3000nM
MYO3B,MLN-120B,>3000nM
JNK2,SGX-523,>3000nM
ALK,TAE-684,>3000nM
DLK,MLN-8054,>3000nM
PIP5K1C,PTK-787,>3000nM
HPK1,BMS-540215,>3000nM
BRK,AST-487,>3000nM
SRC,A-674563,>3000nM
MET(Y1235D),PTK-787,>3000nM
DYRK2,GSK-1838705A,>3000nM
EPHA3,Lapatinib,>3000nM
MKNK1,CEP-701,>3000nM
CTK,Imatinib,>3000nM
PKNB(M.tuberculosis),GW-2580,>3000nM
TAOK2,GDC-0879,>3000nM
WEE1,Crizotinib,>3000nM
MAP4K5,Dasatinib,>3000nM
SIK,PTK-787,>3000nM
BRAF,AC220,>3000nM
EGFR(L861Q),Gefitinib,>3000nM
CDK11,CHIR-258/TKI-258,>3000nM
MKK7,GDC-0941,>3000nM
ROS1,TG-101348,>3000nM
PRKD1,CEP-701,>3000nM
ROS1,GSK-690693,>3000nM
MET(Y1235D),AC220,>3000nM
ERK5,PD-173955,>3000nM
DDR2,AT-7519,>3000nM
TNIK,GSK-1838705A,>3000nM
TYRO3,INCB18424,>3000nM
ABL1(E255K)-phosphorylated,Flavopiridol,>3000nM
DAPK3,Lapatinib,>3000nM
EPHA8,AT-7519,>3000nM
PRKR,LY-333531,>3000nM
TIE1,KW-2449,>3000nM
RSK4(Kin.Dom.2-C-terminal),Erlotinib,>3000nM
HCK,GDC-0941,>3000nM
TAOK2,Imatinib,>3000nM
HIPK1,PHA-665752,>3000nM
PRP4,CHIR-265/RAF-265,>3000nM
RAF1,JNJ-28312141,>3000nM
DAPK1,BMS-387032/SNS-032,>3000nM
CAMK2A,CHIR-258/TKI-258,>3000nM
CSF1R,KW-2449,>3000nM
CHEK1,R406,>3000nM
ROS1,Flavopiridol,>3000nM
EGFR(L858R),BMS-387032/SNS-032,>3000nM
MAP4K4,GDC-0879,>3000nM
EPHB3,LY-333531,>3000nM
S6K1,PKC-412,>3000nM
"KIT(V559D,T670I)",CEP-701,>3000nM
PFTK1,Crizotinib,>3000nM
IRAK1,PKC-412,>3000nM
FLT3,Ki-20227,>3000nM
ABL1(F317L)-phosphorylated,AST-487,>3000nM
MAST1,LY-333531,>3000nM
SGK3,AZD-6244/ARRY-886,>3000nM
AXL,AZD-6244/ARRY-886,>3000nM
DCAMKL2,PLX-4720,>3000nM
ABL1(Y253F)-phosphorylated,CP-690550,>3000nM
"GCN2(Kin.Dom.2,S808G)",AZD-2171,>3000nM
ROS1,MLN-8054,>3000nM
MAP3K2,Nilotinib,>3000nM
MAP4K4,GSK-1838705A,>3000nM
DRAK2,AG-013736,>3000nM
ASK2,JNJ-28312141,>3000nM
PIK3CA(Q546K),BMS-387032/SNS-032,>3000nM
RSK4(Kin.Dom.2-C-terminal),GW-2580,>3000nM
RSK1(Kin.Dom.1-N-terminal),Erlotinib,>3000nM
CSNK1A1L,GSK-1838705A,>3000nM
EPHA5,BMS-387032/SNS-032,>3000nM
PKMYT1,AZD-1152HQPA,>3000nM
SGK3,A-674563,>3000nM
PRKD3,AT-7519,>3000nM
MERTK,JNJ-28312141,>3000nM
DMPK,BI-2536,>3000nM
FES,PKC-412,>3000nM
NEK5,CP-690550,>3000nM
CDKL5,GDC-0879,>3000nM
AKT1,AZD-2171,>3000nM
ABL1(F317I)-nonphosphorylated,AG-013736,>3000nM
ABL1(F317L)-nonphosphorylated,JNJ-28312141,>3000nM
AURKC,AT-7519,>3000nM
STK39,ABT-869,>3000nM
CHEK1,PHA-665752,>3000nM
STK36,BMS-387032/SNS-032,>3000nM
FLT3(ITD),Imatinib,>3000nM
NEK7,BIBW-2992,>3000nM
TAOK2,INCB18424,>3000nM
AKT2,Pazopanib,>3000nM
MUSK,AZD-6244/ARRY-886,>3000nM
AKT1,PD-173955,>3000nM
HUNK,BIBW-2992,>3000nM
MLK2,Nilotinib,>3000nM
MAP3K4,LY-317615,>3000nM
RSK4(Kin.Dom.2-C-terminal),CP-690550,>3000nM
PAK7,Pazopanib,>3000nM
EGFR(T790M),Nilotinib,>3000nM
FRK,Dasatinib,>3000nM
PIK3CA(E545K),Imatinib,>3000nM
"EGFR(L747-E749del, A750P)",Staurosporine,>3000nM
CDC2L1,CP-690550,>3000nM
PKN1,PKC-412,>3000nM
FGFR2,LY-317615,>3000nM
PKMYT1,TAE-684,>3000nM
PRKCH,GDC-0941,>3000nM
RIOK3,MLN-8054,>3000nM
PRKCD,BI-2536,>3000nM
RET(V804L),R547,>3000nM
ABL2,AST-487,>3000nM
CSF1R,CHIR-258/TKI-258,>3000nM
JAK2(JH1domain-catalytic),Imatinib,>3000nM
RIPK1,AZD-1152HQPA,>3000nM
MELK,TAE-684,>3000nM
PAK7,Staurosporine,>3000nM
AURKB,LY-333531,>3000nM
DAPK2,R547,>3000nM
EGFR(G719S),AB-1010,>3000nM
CDKL1,GW-2580,>3000nM
PLK4,GDC-0941,>3000nM
TNK1,A-674563,>3000nM
AURKA,AZD-6244/ARRY-886,>3000nM
PAK3,BMS-345541,>3000nM
NEK6,PD-173955,>3000nM
FGFR2,AZD-2171,>3000nM
YANK1,BMS-345541,>3000nM
ABL1-phosphorylated,MLN-120B,>3000nM
CDK8,PD-173955,>3000nM
CSNK1G1,MLN-8054,>3000nM
MYO3B,JNJ-28312141,>3000nM
RSK4(Kin.Dom.2-C-terminal),AST-487,>3000nM
CAMKK2,TAE-684,>3000nM
KIT,Dasatinib,>3000nM
ACVR1B,R406,>3000nM
PIK3C2B,MLN-8054,>3000nM
MARK2,BIBW-2992,>3000nM
"EGFR(L858R,T790M)",AST-487,>3000nM
WEE1,ABT-869,>3000nM
PFTAIRE2,CP-690550,>3000nM
FAK,AB-1010,>3000nM
TAOK2,SGX-523,>3000nM
PDPK1,BIRB-796,>3000nM
CAMK4,MLN-518,>3000nM
CHEK1,Flavopiridol,>3000nM
MST4,PP-242,>3000nM
AMPK-alpha1,Gefitinib,>3000nM
CAMK1G,A-674563,>3000nM
RSK1(Kin.Dom.1-N-terminal),LY-333531,>3000nM
BMPR2,PKC-412,>3000nM
MST2,Gefitinib,>3000nM
CSNK1A1,ABT-869,>3000nM
KIT(A829P),Vandetanib,>3000nM
STK33,AZD-1152HQPA,>3000nM
GAK,PP-242,>3000nM
TEC,AZD-2171,>3000nM
MERTK,AZD-1152HQPA,>3000nM
DYRK1B,MLN-8054,>3000nM
RAF1,AB-1010,>3000nM
LKB1,Dasatinib,>3000nM
CSNK1D,Ki-20227,>3000nM
CSNK1A1,Flavopiridol,>3000nM
PIK3CA(E542K),INCB18424,>3000nM
CSF1R,Crizotinib,>3000nM
MYLK,Flavopiridol,>3000nM
MRCKA,PD-173955,>3000nM
PRKR,Crizotinib,>3000nM
BRSK1,BMS-345541,>3000nM
ERBB4,GSK-690693,>3000nM
ULK1,AZD-1152HQPA,>3000nM
PKN1,GDC-0941,>3000nM
PKAC-beta,GDC-0941,>3000nM
EGFR(G719S),BIRB-796,>3000nM
SNARK,BMS-345541,>3000nM
TTK,TG-101348,>3000nM
TGFBR2,TG-101348,>3000nM
MARK1,AST-487,>3000nM
MAP3K4,Crizotinib,>3000nM
ADCK4,GSK-690693,>3000nM
MARK1,CEP-701,>3000nM
MARK2,AZD-1152HQPA,>3000nM
ABL1(H396P)-phosphorylated,BMS-387032/SNS-032,>3000nM
RSK4(Kin.Dom.2-C-terminal),ABT-869,>3000nM
EPHA5,GDC-0879,>3000nM
STK39,PD-173955,>3000nM
ULK1,BMS-540215,>3000nM
ERK5,BIBW-2992,>3000nM
ERBB3,GSK-1838705A,>3000nM
p38-alpha,AT-7519,>3000nM
RSK2(Kin.Dom.1-N-terminal),PHA-665752,>3000nM
TESK1,R406,>3000nM
LYN,KW-2449,>3000nM
NEK2,GW-2580,>3000nM
AMPK-alpha1,AZD-1152HQPA,>3000nM
TRKB,AZD-1152HQPA,>3000nM
ABL1(Q252H)-phosphorylated,AZD-1152HQPA,>3000nM
PIK3CA(E542K),PKC-412,>3000nM
SIK2,Dasatinib,>3000nM
HPK1,BMS-345541,>3000nM
KIT(A829P),BMS-345541,>3000nM
CLK4,BIRB-796,>3000nM
LATS2,TG-101348,>3000nM
NDR2,LY-333531,>3000nM
BMPR2,AZD-1152HQPA,>3000nM
LYN,INCB18424,>3000nM
NEK9,BMS-540215,>3000nM
IGF1R,KW-2449,>3000nM
KIT(V559D),TAE-684,>3000nM
NEK2,MLN-120B,>3000nM
ABL1(M351T)-phosphorylated,CP-690550,>3000nM
CSNK1G1,INCB18424,>3000nM
YANK1,Crizotinib,>3000nM
CSNK1A1L,KW-2449,>3000nM
RIPK2,GSK-1838705A,>3000nM
PRKG2,CHIR-258/TKI-258,>3000nM
GAK,AC220,>3000nM
FER,Pazopanib,>3000nM
KIT(L576P),SB-203580,>3000nM
ERK4,GDC-0879,>3000nM
CSNK1A1L,BIBW-2992,>3000nM
DRAK1,Pazopanib,>3000nM
TAOK1,CI-1033,>3000nM
CDK8,CHIR-265/RAF-265,>3000nM
PRKD3,TAE-684,>3000nM
PFTK1,GDC-0941,>3000nM
TAOK1,LY-317615,>3000nM
FER,Crizotinib,>3000nM
BIKE,LY-333531,>3000nM
PIK3CA(Q546K),CP-690550,>3000nM
DMPK,Vandetanib,>3000nM
SgK110,Erlotinib,>3000nM
INSRR,Vandetanib,>3000nM
PKAC-beta,Crizotinib,>3000nM
PRKR,Gefitinib,>3000nM
PAK2,Imatinib,>3000nM
MST1,AC220,>3000nM
TESK1,BI-2536,>3000nM
CSNK1A1L,SGX-523,>3000nM
EPHA5,Imatinib,>3000nM
MET,MLN-120B,>3000nM
PKN1,TG-101348,>3000nM
SNARK,R547,>3000nM
MST1R,GDC-0941,>3000nM
PIK3CA(M1043I),GSK-690693,>3000nM
SIK2,Crizotinib,>3000nM
DAPK2,TAE-684,>3000nM
RSK1(Kin.Dom.2-C-terminal),GSK-690693,>3000nM
KIT,AC220,>3000nM
NEK5,JNJ-28312141,>3000nM
YANK3,CI-1033,>3000nM
FGFR3(G697C),LY-333531,>3000nM
YSK4,SGX-523,>3000nM
CLK4,CHIR-265/RAF-265,>3000nM
"EGFR(L858R,T790M)",ABT-869,>3000nM
PIK3CA(M1043I),BMS-345541,>3000nM
PIM3,PP-242,>3000nM
EPHB6,GSK-1838705A,>3000nM
ITK,Ki-20227,>3000nM
RIPK2,CEP-701,>3000nM
TYK2(JH2domain-pseudokinase),GW-2580,>3000nM
MAST1,Vandetanib,>3000nM
TAOK2,A-674563,>3000nM
PRKCE,Flavopiridol,>3000nM
MINK,CEP-701,>3000nM
ERK5,ABT-869,>3000nM
MEK3,MLN-8054,>3000nM
EGFR(E746-A750del),PHA-665752,>3000nM
MEK3,PKC-412,>3000nM
SBK1,AZD-1152HQPA,>3000nM
EIF2AK1,Ki-20227,>3000nM
FGFR4,Ki-20227,>3000nM
IGF1R,Crizotinib,>3000nM
p38-gamma,MLN-518,>3000nM
MAPKAPK2,SB-203580,>3000nM
ABL2,GDC-0941,>3000nM
CSNK1G2,PTK-787,>3000nM
PKAC-beta,TAE-684,>3000nM
ROCK2,PLX-4720,>3000nM
SRPK2,TAE-684,>3000nM
EPHA3,LY-333531,>3000nM
CSNK1E,Lapatinib,>3000nM
PIK3CA(I800L),CP-690550,>3000nM
ZAP70,MLN-8054,>3000nM
ACVRL1,BMS-387032/SNS-032,>3000nM
MLK1,MLN-518,>3000nM
PIK3CA(M1043I),AZD-6244/ARRY-886,>3000nM
NEK6,Pazopanib,>3000nM
LATS1,Ki-20227,>3000nM
SRMS,Erlotinib,>3000nM
RIPK5,Crizotinib,>3000nM
CDKL5,HKI-272,>3000nM
TRKA,AZD-6244/ARRY-886,>3000nM
PRKG2,AZD-1152HQPA,>3000nM
CASK,Flavopiridol,>3000nM
PIP5K1C,MLN-120B,>3000nM
KIT(V559D),KW-2449,>3000nM
MET,PP-242,>3000nM
CDC2L5,Ki-20227,>3000nM
EPHA5,R406,>3000nM
HPK1,A-674563,>3000nM
LATS2,CEP-701,>3000nM
FRK,TAE-684,>3000nM
CLK1,BIBW-2992,>3000nM
FLT4,A-674563,>3000nM
PRP4,AC220,>3000nM
LIMK2,TG-101348,>3000nM
PAK3,BI-2536,>3000nM
CLK1,Pazopanib,>3000nM
PKN1,BMS-387032/SNS-032,>3000nM
DDR1,Erlotinib,>3000nM
LATS1,MLN-8054,>3000nM
PIK3CA(M1043I),PP-242,>3000nM
FLT3,CHIR-258/TKI-258,>3000nM
STK35,Gefitinib,>3000nM
EPHB3,TG-101348,>3000nM
ABL1(F317L)-nonphosphorylated,MLN-518,>3000nM
PRKCI,PP-242,>3000nM
FGFR4,HKI-272,>3000nM
MLK3,HKI-272,>3000nM
KIT,ABT-869,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),PP-242,>3000nM
YSK4,Dasatinib,>3000nM
PAK2,AB-1010,>3000nM
MST1R,JNJ-28312141,>3000nM
EPHA6,PTK-787,>3000nM
CAMKK1,A-674563,>3000nM
TBK1,Staurosporine,>3000nM
CIT,KW-2449,>3000nM
ACVR2A,BMS-387032/SNS-032,>3000nM
PRKR,PHA-665752,>3000nM
ARK5,PLX-4720,>3000nM
ACVRL1,TG-101348,>3000nM
AXL,SGX-523,>3000nM
RAF1,R406,>3000nM
CAMK1G,BIRB-796,>3000nM
MEK6,GSK-1838705A,>3000nM
TLK2,GSK-1838705A,>3000nM
STK36,MLN-120B,>3000nM
ABL1-phosphorylated,AG-013736,>3000nM
MAP3K2,Flavopiridol,>3000nM
RSK2(Kin.Dom.1-N-terminal),Nilotinib,>3000nM
PRKR,BI-2536,>3000nM
FER,KW-2449,>3000nM
YSK1,Vandetanib,>3000nM
TNK1,Crizotinib,>3000nM
YSK1,GDC-0879,>3000nM
NEK1,Nilotinib,>3000nM
JAK1(JH2domain-pseudokinase),Erlotinib,>3000nM
CAMK1,BMS-387032/SNS-032,>3000nM
NDR1,Lapatinib,>3000nM
TNIK,AZD-1152HQPA,>3000nM
CSF1R,BIRB-796,>3000nM
MAST1,Flavopiridol,>3000nM
NEK6,SB-203580,>3000nM
SRMS,GW-2580,>3000nM
PIK3C2G,HKI-272,>3000nM
MET(M1250T),R547,>3000nM
TAOK2,R547,>3000nM
DCAMKL3,R547,>3000nM
CSNK1G3,AG-013736,>3000nM
PFTK1,A-674563,>3000nM
ABL1(F317L)-phosphorylated,CP-690550,>3000nM
MLK1,BMS-540215,>3000nM
NDR2,TG-101348,>3000nM
ANKK1,R406,>3000nM
PRKD2,Pazopanib,>3000nM
JAK3(JH1domain-catalytic),R406,>3000nM
"EGFR(L747-T751del,Sins)",PP-242,>3000nM
RSK1(Kin.Dom.2-C-terminal),R406,>3000nM
DMPK,AZD-1152HQPA,>3000nM
ABL1(E255K)-phosphorylated,PHA-665752,>3000nM
GRK1,LY-333531,>3000nM
RIOK3,R547,>3000nM
FLT1,CP-690550,>3000nM
PIK3CA(I800L),BMS-345541,>3000nM
YSK1,Dasatinib,>3000nM
PIK3CA(E545A),PKC-412,>3000nM
LRRK2,Crizotinib,>3000nM
CSNK1A1,CP-690550,>3000nM
DDR1,GW-2580,>3000nM
FLT4,PKC-412,>3000nM
EGFR(G719C),GSK-690693,>3000nM
EPHB1,GDC-0879,>3000nM
MKNK1,AB-1010,>3000nM
EPHA4,Lapatinib,>3000nM
PFTK1,SGX-523,>3000nM
PRKG1,AG-013736,>3000nM
QSK,ABT-869,>3000nM
STK35,AST-487,>3000nM
KIT(L576P),Flavopiridol,>3000nM
TAOK2,HKI-272,>3000nM
PIP5K1A,A-674563,>3000nM
PFCDPK1(P.falciparum),A-674563,>3000nM
RSK4(Kin.Dom.1-N-terminal),Erlotinib,>3000nM
STK33,Crizotinib,>3000nM
PRKCI,Dasatinib,>3000nM
CHEK2,CHIR-265/RAF-265,>3000nM
MTOR,PHA-665752,>3000nM
EGFR(S752-I759del),CI-1033,>3000nM
ABL1-phosphorylated,BI-2536,>3000nM
MKNK1,JNJ-28312141,>3000nM
CLK3,TAE-684,>3000nM
GSK3B,BIRB-796,>3000nM
EPHA6,CHIR-258/TKI-258,>3000nM
DMPK,R406,>3000nM
CAMK1G,AC220,>3000nM
PRKD3,Erlotinib,>3000nM
NEK11,Crizotinib,>3000nM
CAMK1D,PTK-787,>3000nM
MKK7,GSK-1838705A,>3000nM
PIK3CA(Q546K),AZD-2171,>3000nM
YES,MLN-120B,>3000nM
PIK3CA(E545K),JNJ-28312141,>3000nM
KIT(A829P),PLX-4720,>3000nM
ROCK2,BMS-345541,>3000nM
ERBB2,LY-317615,>3000nM
IKK-alpha,A-674563,>3000nM
YSK1,AZD-6244/ARRY-886,>3000nM
JNK3,BIBW-2992,>3000nM
LATS2,Nilotinib,>3000nM
HCK,PP-242,>3000nM
PKAC-beta,AC220,>3000nM
NEK7,CHIR-258/TKI-258,>3000nM
PIK3CA,PD-173955,>3000nM
BMPR2,Gefitinib,>3000nM
FLT3(D835H),GDC-0879,>3000nM
CSNK2A2,MLN-120B,>3000nM
DDR2,BIBW-2992,>3000nM
CAMK1D,R547,>3000nM
EPHA7,Staurosporine,>3000nM
CAMK2G,INCB18424,>3000nM
JAK2(JH1domain-catalytic),BMS-387032/SNS-032,>3000nM
DCAMKL2,GW-2580,>3000nM
ABL1(Y253F)-phosphorylated,AT-7519,>3000nM
KIT,CI-1033,>3000nM
"EGFR(L858R,T790M)",PLX-4720,>3000nM
CSF1R,BMS-387032/SNS-032,>3000nM
MEK2,INCB18424,>3000nM
PCTK3,GW-2580,>3000nM
"EGFR(L747-S752del, P753S)",MLN-518,>3000nM
HCK,Erlotinib,>3000nM
IGF1R,PKC-412,>3000nM
PIK3CB,MLN-120B,>3000nM
ACVR1B,CHIR-258/TKI-258,>3000nM
p38-gamma,R406,>3000nM
PLK4,TAE-684,>3000nM
BRAF,CHIR-265/RAF-265,>3000nM
DMPK2,AST-487,>3000nM
MRCKA,PHA-665752,>3000nM
EPHA2,Flavopiridol,>3000nM
PDGFRA,AZD-6244/ARRY-886,>3000nM
AKT1,CI-1033,>3000nM
NEK2,ABT-869,>3000nM
ERK2,SB-203580,>3000nM
TEC,AZD-1152HQPA,>3000nM
RPS6KA4(Kin.Dom.2-C-terminal),Staurosporine,>3000nM
DAPK1,Nilotinib,>3000nM
PAK3,R406,>3000nM
CDK3,BMS-540215,>3000nM
LRRK2,R406,>3000nM
PHKG2,SGX-523,>3000nM
CDK4-cyclinD1,BIRB-796,>3000nM
CAMKK2,SB-203580,>3000nM
AXL,BIBW-2992,>3000nM
STK33,CHIR-265/RAF-265,>3000nM
PLK3,Crizotinib,>3000nM
RSK3(Kin.Dom.2-C-terminal),Pazopanib,>3000nM
PIP5K2C,Staurosporine,>3000nM
CLK3,BMS-540215,>3000nM
GRK7,AZD-2171,>3000nM
AMPK-alpha1,PTK-787,>3000nM
JAK1(JH1domain-catalytic),BIRB-796,>3000nM
SgK110,Crizotinib,>3000nM
PIK3CA(E542K),Nilotinib,>3000nM
ALK,Staurosporine,>3000nM
RSK4(Kin.Dom.2-C-terminal),MLN-120B,>3000nM
ADCK3,PP-242,>3000nM
KIT(L576P),Vandetanib,>3000nM
EPHB1,CHIR-265/RAF-265,>3000nM
PDGFRB,Pazopanib,>3000nM
FGFR1,KW-2449,>3000nM
PIK3CA(E542K),JNJ-28312141,>3000nM
TAOK2,Ki-20227,>3000nM
ABL1-nonphosphorylated,Erlotinib,>3000nM
TESK1,Vandetanib,>3000nM
MARK4,SB-203580,>3000nM
ROS1,TAE-684,>3000nM
IRAK3,Imatinib,>3000nM
AKT1,AB-1010,>3000nM
PDPK1,GW-2580,>3000nM
CDK4-cyclinD1,PP-242,>3000nM
STK36,INCB18424,>3000nM
ERK4,ABT-869,>3000nM
MAPKAPK5,Dasatinib,>3000nM
RPS6KA5(Kin.Dom.2-C-terminal),HKI-272,>3000nM
PCTK2,ABT-869,>3000nM
NEK7,INCB18424,>3000nM
JNK2,GDC-0941,>3000nM
EPHB4,Crizotinib,>3000nM
ABL1(Q252H)-phosphorylated,CHIR-265/RAF-265,>3000nM
OSR1,AG-013736,>3000nM
DDR1,JNJ-28312141,>3000nM
CDK8,Gefitinib,>3000nM
PLK1,GDC-0941,>3000nM
PAK6,GSK-690693,>3000nM
RSK3(Kin.Dom.2-C-terminal),Erlotinib,>3000nM
TRKC,HKI-272,>3000nM
KIT(A829P),Crizotinib,>3000nM
PIK3CA,CI-1033,>3000nM
CHEK1,BIRB-796,>3000nM
