Kinase,Compound,Predicted_Kd_Category
MYO3A,Imatinib,>300nM
MET,CHIR-258/TKI-258,<300nM
MARK2,BIRB-796,>300nM
FRK,CHIR-265/RAF-265,<300nM
TYRO3,TAE-684,<300nM
DMPK,Vandetanib,>300nM
EPHA7,SGX-523,>300nM
MAST1,Flavopiridol,>300nM
FGFR3,Erlotinib,>300nM
NEK1,AZD-2171,>300nM
SGK3,Gefitinib,>300nM
MEK4,CHIR-258/TKI-258,>300nM
PRKG1,AC220,>300nM
PLK3,LY-317615,>300nM
MAP4K4,Nilotinib,>300nM
TGFBR1,LY-317615,>300nM
FLT1,A-674563,<300nM
FER,Flavopiridol,>300nM
PRKCI,GDC-0879,>300nM
ABL1(H396P)-nonphosphorylated,Imatinib,<300nM
CSNK1G3,AB-1010,>300nM
FGR,GSK-690693,>300nM
MEK5,Imatinib,>300nM
AMPK-alpha2,PTK-787,>300nM
MAP3K1,CEP-701,<300nM
DAPK2,GDC-0879,>300nM
CASK,AG-013736,>300nM
EPHB4,Imatinib,>300nM
PIK3CA(E545A),A-674563,>300nM
MEK3,Dasatinib,>300nM
p38-alpha,BMS-540215,>300nM
YANK1,Gefitinib,>300nM
JAK2(JH1domain-catalytic),HKI-272,>300nM
MST2,Nilotinib,>300nM
IGF1R,MLN-120B,>300nM
EGFR(S752-I759del),BMS-540215,>300nM
FLT1,BMS-540215,<300nM
PIM1,BMS-387032/SNS-032,>300nM
MAP4K4,BIRB-796,<300nM
ABL1-phosphorylated,PHA-665752,<300nM
YANK3,Imatinib,>300nM
PDGFRB,Gefitinib,<300nM
ABL1(T315I)-nonphosphorylated,SB-203580,>300nM
ERK3,TAE-684,<300nM
PIM3,SB-203580,>300nM
NEK11,PLX-4720,>300nM
EPHB3,MLN-8054,>300nM
"EGFR(L858R,T790M)",PP-242,<300nM
GRK1,BMS-345541,>300nM
RIOK1,PLX-4720,>300nM
HIPK2,PP-242,<300nM
NEK2,Gefitinib,>300nM
"EGFR(L747-E749del, A750P)",BMS-540215,>300nM
RSK4(Kin.Dom.1-N-terminal),Flavopiridol,<300nM
PAK7,MLN-518,>300nM
CSNK1E,Vandetanib,<300nM
PFCDPK1(P.falciparum),CHIR-258/TKI-258,<300nM
LYN,Dasatinib,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),Flavopiridol,<300nM
MKK7,CP-690550,>300nM
TRKB,PD-173955,<300nM
MET(Y1235D),BMS-387032/SNS-032,>300nM
ABL1(Q252H)-nonphosphorylated,LY-317615,>300nM
MRCKA,Imatinib,>300nM
MST1,Crizotinib,>300nM
MAP3K15,CP-690550,>300nM
p38-delta,AB-1010,>300nM
MRCKB,CP-690550,>300nM
ACVR2A,SGX-523,>300nM
MAP3K15,LY-317615,>300nM
CDK11,GSK-1838705A,>300nM
JNK2,AZD-1152HQPA,>300nM
PYK2,Staurosporine,<300nM
RET,BMS-387032/SNS-032,>300nM
NDR1,Erlotinib,>300nM
JAK3(JH1domain-catalytic),BI-2536,>300nM
BRSK1,KW-2449,>300nM
KIT(D816H),Pazopanib,<300nM
PIK3CA(E545A),PLX-4720,>300nM
RIPK2,SGX-523,>300nM
PIP5K1C,BMS-540215,>300nM
YANK1,PLX-4720,>300nM
ACVR1B,AG-013736,>300nM
AKT2,TG-101348,>300nM
TESK1,PLX-4720,>300nM
RIPK1,GSK-1838705A,>300nM
RSK1(Kin.Dom.2-C-terminal),BIRB-796,>300nM
PAK7,INCB18424,>300nM
NLK,Staurosporine,<300nM
JAK1(JH2domain-pseudokinase),Pazopanib,>300nM
MAPKAPK5,MLN-8054,>300nM
PAK2,INCB18424,>300nM
RPS6KA5(Kin.Dom.1-N-terminal),Lapatinib,>300nM
PDGFRB,AST-487,<300nM
MAP3K3,Vandetanib,>300nM
TNNI3K,PLX-4720,>300nM
STK39,PKC-412,>300nM
PIK3CA(E545A),ABT-869,>300nM
ERK8,PD-173955,>300nM
PIK3CA,BMS-540215,>300nM
CDC2L5,KW-2449,<300nM
JNK2,BI-2536,>300nM
PIK3CG,AST-487,>300nM
MAP3K4,PD-173955,>300nM
HCK,CHIR-265/RAF-265,<300nM
RIPK4,SGX-523,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),JNJ-28312141,>300nM
RET(V804L),JNJ-28312141,<300nM
ABL1(F317I)-phosphorylated,AB-1010,<300nM
PKNB(M.tuberculosis),MLN-120B,>300nM
RIPK1,BMS-540215,>300nM
JAK2(JH1domain-catalytic),Lapatinib,>300nM
"EGFR(L747-T751del,Sins)",BMS-345541,>300nM
PKAC-beta,BIRB-796,>300nM
CSNK2A1,BMS-345541,>300nM
EGFR(G719C),GSK-690693,>300nM
CSNK1D,Gefitinib,>300nM
ASK1,AZD-2171,>300nM
IKK-beta,AST-487,<300nM
CAMKK2,CEP-701,<300nM
"KIT(V559D,T670I)",HKI-272,>300nM
ERK5,SGX-523,>300nM
CHEK2,KW-2449,<300nM
p38-beta,A-674563,>300nM
EPHA7,BI-2536,>300nM
PIM1,CHIR-265/RAF-265,>300nM
MAP4K3,AB-1010,>300nM
HUNK,BIRB-796,>300nM
PIK3CA(E545K),CHIR-258/TKI-258,>300nM
MYLK,AT-7519,>300nM
FLT3(D835Y),LY-333531,<300nM
TNIK,Staurosporine,<300nM
ABL1(T315I)-nonphosphorylated,PKC-412,<300nM
"EGFR(L747-T751del,Sins)",TAE-684,<300nM
NLK,PLX-4720,>300nM
ROCK2,ABT-869,>300nM
FGFR1,Imatinib,>300nM
SGK3,MLN-518,>300nM
p38-alpha,PKC-412,>300nM
ICK,SB-203580,>300nM
TIE1,CP-690550,>300nM
TYK2(JH1domain-catalytic),PKC-412,<300nM
JAK2(JH1domain-catalytic),JNJ-28312141,<300nM
ABL1(F317L)-phosphorylated,Vandetanib,<300nM
JNK1,Gefitinib,>300nM
NEK3,R547,>300nM
FLT3(ITD),CHIR-258/TKI-258,<300nM
MET(Y1235D),Ki-20227,<300nM
MRCKB,CHIR-265/RAF-265,>300nM
CSNK2A2,HKI-272,>300nM
BRK,AB-1010,>300nM
TNK1,Vandetanib,<300nM
PRKCH,PLX-4720,>300nM
WEE1,AZD-1152HQPA,>300nM
FLT3(R834Q),CI-1033,<300nM
DCAMKL1,Erlotinib,>300nM
PRKG2,PLX-4720,>300nM
BRK,AZD-2171,>300nM
MAP3K2,Lapatinib,>300nM
FRK,BMS-345541,>300nM
CDK2,TAE-684,<300nM
SgK110,PKC-412,>300nM
CSNK1A1L,Erlotinib,>300nM
"KIT(V559D,V654A)",AZD-2171,<300nM
FLT3(D835H),Crizotinib,<300nM
PLK3,ABT-869,>300nM
PFCDPK1(P.falciparum),BMS-345541,>300nM
NEK4,JNJ-28312141,>300nM
MARK1,PHA-665752,>300nM
NEK4,SGX-523,>300nM
LOK,A-674563,<300nM
AKT2,Gefitinib,>300nM
PRKCE,AG-013736,>300nM
MST4,AG-013736,>300nM
BTK,MLN-518,>300nM
DCAMKL2,ABT-869,>300nM
JNK1,CHIR-265/RAF-265,>300nM
CDK4-cyclinD1,BMS-387032/SNS-032,<300nM
MEK3,Nilotinib,>300nM
ULK3,CI-1033,>300nM
CAMK1G,CP-690550,>300nM
NEK9,PHA-665752,>300nM
LRRK2,CI-1033,>300nM
EPHB4,Gefitinib,<300nM
RPS6KA5(Kin.Dom.1-N-terminal),Vandetanib,>300nM
PRKG1,BMS-387032/SNS-032,>300nM
MKNK2,Pazopanib,>300nM
CSNK2A1,ABT-869,>300nM
PIK3CG,CI-1033,>300nM
DMPK,CI-1033,>300nM
ABL1(T315I)-phosphorylated,GSK-1838705A,>300nM
LATS1,CI-1033,>300nM
MET,GDC-0879,>300nM
PIK4CB,Staurosporine,<300nM
FGFR3(G697C),SB-203580,>300nM
CSNK1D,Pazopanib,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),HKI-272,>300nM
HIPK2,HKI-272,>300nM
MAP3K4,GW-2580,>300nM
LOK,TG-101348,<300nM
ABL1(E255K)-phosphorylated,Lapatinib,>300nM
AKT2,AZD-2171,>300nM
JAK1(JH2domain-pseudokinase),Staurosporine,<300nM
ABL1(T315I)-phosphorylated,LY-333531,>300nM
SNRK,BI-2536,>300nM
MAPKAPK2,SB-203580,>300nM
LATS2,R406,<300nM
MAP3K15,HKI-272,>300nM
CSNK1E,INCB18424,<300nM
CAMK1G,R406,<300nM
ASK1,CI-1033,>300nM
EPHA3,LY-333531,>300nM
DMPK2,Crizotinib,>300nM
PIM2,Dasatinib,>300nM
CDK4-cyclinD1,PD-173955,>300nM
NLK,CHIR-258/TKI-258,<300nM
"KIT(V559D,T670I)",JNJ-28312141,<300nM
MRCKA,PHA-665752,>300nM
ERBB3,AG-013736,>300nM
GRK4,ABT-869,>300nM
STK36,CHIR-265/RAF-265,>300nM
DCAMKL2,SGX-523,>300nM
PRKX,BIBW-2992,>300nM
PDPK1,Gefitinib,>300nM
CDK8,BI-2536,>300nM
NLK,AZD-6244/ARRY-886,>300nM
JAK3(JH1domain-catalytic),MLN-518,>300nM
CLK4,BMS-387032/SNS-032,<300nM
ERBB4,SB-203580,>300nM
EPHA4,AG-013736,>300nM
EPHA5,AZD-6244/ARRY-886,>300nM
CSK,GSK-1838705A,>300nM
ABL1(F317I)-nonphosphorylated,Pazopanib,<300nM
ADCK3,CHIR-265/RAF-265,>300nM
CLK2,PLX-4720,>300nM
CSNK1A1L,TG-101348,>300nM
YSK4,SB-203580,>300nM
YES,AG-013736,<300nM
PLK3,AC220,>300nM
GSK3B,Vandetanib,>300nM
MEK2,AC220,>300nM
JAK1(JH2domain-pseudokinase),BIBW-2992,>300nM
RIPK4,KW-2449,<300nM
MEK2,AB-1010,>300nM
FGFR1,PLX-4720,>300nM
CAMK2G,GSK-690693,>300nM
TBK1,CHIR-258/TKI-258,<300nM
RET,Ki-20227,<300nM
FES,GDC-0941,>300nM
PRKX,HKI-272,>300nM
ZAK,AC220,>300nM
TNK2,AZD-1152HQPA,>300nM
PCTK2,Pazopanib,>300nM
SNARK,JNJ-28312141,<300nM
FLT3(D835Y),BMS-387032/SNS-032,>300nM
MEK5,CHIR-258/TKI-258,<300nM
ULK1,TAE-684,<300nM
EGFR(G719C),GSK-1838705A,>300nM
PIP5K2B,Imatinib,>300nM
EPHB2,Staurosporine,<300nM
RSK2(Kin.Dom.1-N-terminal),MLN-8054,>300nM
ABL1(F317I)-nonphosphorylated,PP-242,<300nM
BRAF(V600E),Flavopiridol,>300nM
MST2,PTK-787,>300nM
CAMK2A,AST-487,>300nM
CAMKK2,Erlotinib,>300nM
LTK,CP-690550,>300nM
RSK4(Kin.Dom.1-N-terminal),AG-013736,>300nM
NEK4,KW-2449,<300nM
IRAK4,LY-333531,>300nM
ULK3,AST-487,<300nM
PKNB(M.tuberculosis),AG-013736,>300nM
ERK2,BIBW-2992,>300nM
IRAK3,Vandetanib,<300nM
CDC2L5,AT-7519,>300nM
HIPK3,AZD-2171,>300nM
ABL1(F317L)-nonphosphorylated,Gefitinib,<300nM
MET(Y1235D),PKC-412,<300nM
BMPR2,AG-013736,>300nM
PLK4,AST-487,<300nM
IKK-epsilon,Lapatinib,>300nM
EGFR,R406,<300nM
EGFR(L858R),JNJ-28312141,<300nM
EPHB3,GDC-0879,>300nM
CDC2L2,GDC-0941,>300nM
ACVR1,GW-2580,>300nM
ITK,PTK-787,>300nM
PRKX,LY-317615,>300nM
KIT(L576P),SB-203580,>300nM
EPHA6,Flavopiridol,>300nM
MAP3K4,TAE-684,<300nM
ACVR1B,TG-101348,<300nM
ABL1(Q252H)-nonphosphorylated,Ki-20227,<300nM
JAK1(JH1domain-catalytic),BIBW-2992,>300nM
MEK5,INCB18424,<300nM
CSF1R,LY-317615,>300nM
MRCKB,Staurosporine,<300nM
AXL,Lapatinib,>300nM
PCTK2,Staurosporine,<300nM
TNNI3K,GDC-0941,>300nM
FGFR4,Gefitinib,>300nM
ERK1,GDC-0941,>300nM
MYO3A,GSK-1838705A,>300nM
LOK,AZD-1152HQPA,<300nM
CAMK1,Lapatinib,>300nM
PIM3,Erlotinib,>300nM
EPHB4,Flavopiridol,>300nM
ABL2,CP-690550,>300nM
"EGFR(L858R,T790M)",BI-2536,<300nM
PIK3CB,R547,>300nM
KIT,AST-487,<300nM
EGFR(E746-A750del),AZD-6244/ARRY-886,>300nM
CIT,CHIR-265/RAF-265,>300nM
TESK1,AZD-1152HQPA,>300nM
YANK3,Dasatinib,>300nM
CDK5,Imatinib,>300nM
MKNK2,AG-013736,>300nM
ABL1(T315I)-nonphosphorylated,AST-487,<300nM
HCK,BMS-540215,>300nM
SYK,Staurosporine,<300nM
DYRK1B,BMS-345541,>300nM
PIK3C2B,LY-317615,>300nM
MAP4K5,PHA-665752,<300nM
CAMK2G,PLX-4720,>300nM
MAP3K1,Pazopanib,>300nM
PAK4,BIBW-2992,>300nM
IKK-beta,AG-013736,>300nM
MYLK,SB-203580,>300nM
RIPK1,CI-1033,>300nM
MARK1,R547,>300nM
PRKD2,Staurosporine,<300nM
SBK1,PHA-665752,>300nM
ACVR2A,Gefitinib,>300nM
CDC2L1,BIBW-2992,>300nM
RIPK4,AZD-6244/ARRY-886,>300nM
MAPKAPK5,Flavopiridol,>300nM
ULK2,CP-690550,>300nM
"GCN2(Kin.Dom.2,S808G)",HKI-272,>300nM
PIK3CB,Flavopiridol,>300nM
TRKA,CHIR-258/TKI-258,<300nM
ACVR2A,AC220,>300nM
MARK4,TAE-684,<300nM
CSNK2A2,AB-1010,>300nM
ALK,Gefitinib,>300nM
MKK7,Imatinib,>300nM
PAK1,Erlotinib,>300nM
MKNK1,BIRB-796,>300nM
PIK3CA(I800L),BMS-345541,>300nM
EPHA1,Flavopiridol,>300nM
IGF1R,JNJ-28312141,>300nM
"KIT(V559D,V654A)",PKC-412,<300nM
ABL2,AB-1010,<300nM
PCTK1,INCB18424,>300nM
EGFR(E746-A750del),MLN-120B,>300nM
TYK2(JH1domain-catalytic),SGX-523,>300nM
ICK,A-674563,>300nM
PDGFRB,AZD-2171,<300nM
PHKG1,MLN-120B,>300nM
TNK2,GDC-0941,>300nM
CDK5,AZD-6244/ARRY-886,>300nM
PIK3CD,Pazopanib,>300nM
MAST1,Dasatinib,>300nM
ERBB2,PTK-787,>300nM
PIK3CA,Erlotinib,>300nM
NEK2,R547,>300nM
KIT(V559D),INCB18424,>300nM
MST2,AG-013736,>300nM
MEK5,MLN-8054,<300nM
KIT(V559D),ABT-869,<300nM
CAMKK1,Nilotinib,>300nM
MERTK,BIBW-2992,>300nM
AURKA,Vandetanib,>300nM
MARK4,Vandetanib,>300nM
TNK2,MLN-120B,>300nM
MST3,GW-2580,>300nM
EPHA8,CEP-701,<300nM
PIM3,Pazopanib,>300nM
PCTK3,TAE-684,<300nM
PIK3CA(E542K),PKC-412,>300nM
NLK,Pazopanib,>300nM
CTK,BIBW-2992,>300nM
ALK,SGX-523,>300nM
FLT4,AZD-1152HQPA,<300nM
FLT3(ITD),Dasatinib,<300nM
ERBB2,BI-2536,>300nM
ABL1(F317L)-nonphosphorylated,Imatinib,<300nM
FGFR2,CP-690550,>300nM
HIPK1,AT-7519,>300nM
YSK4,SGX-523,>300nM
MTOR,Staurosporine,<300nM
JAK3(JH1domain-catalytic),PTK-787,>300nM
CDK8,LY-333531,>300nM
AAK1,AZD-2171,>300nM
TYRO3,PTK-787,>300nM
TNK2,HKI-272,>300nM
MAP3K15,R406,<300nM
HIPK3,CHIR-265/RAF-265,>300nM
TNNI3K,AZD-6244/ARRY-886,>300nM
BRAF(V600E),BIRB-796,>300nM
FLT1,CHIR-258/TKI-258,<300nM
MEK6,LY-333531,>300nM
MAP4K5,Staurosporine,<300nM
PKN1,PKC-412,<300nM
PIM3,BMS-540215,>300nM
DDR2,PLX-4720,>300nM
CDKL3,BMS-345541,>300nM
DMPK,TG-101348,<300nM
CAMK2D,AB-1010,>300nM
CASK,Pazopanib,>300nM
TLK2,AST-487,>300nM
AMPK-alpha1,BMS-387032/SNS-032,>300nM
JNK3,PKC-412,<300nM
DLK,AT-7519,>300nM
NDR1,SGX-523,>300nM
MINK,BMS-345541,>300nM
PRKD2,Imatinib,>300nM
BTK,Dasatinib,<300nM
VEGFR2,AZD-6244/ARRY-886,>300nM
HIPK3,AG-013736,<300nM
CLK1,TAE-684,<300nM
FGFR1,AC220,>300nM
NEK11,PP-242,>300nM
YSK4,TAE-684,<300nM
JAK1(JH1domain-catalytic),SB-203580,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),AZD-2171,>300nM
ERK3,PLX-4720,>300nM
PRKD3,HKI-272,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),AC220,>300nM
PKN2,TG-101348,<300nM
AURKB,Erlotinib,>300nM
RIOK3,Imatinib,>300nM
TRPM6,Crizotinib,>300nM
ABL1(H396P)-phosphorylated,Pazopanib,<300nM
"EGFR(L747-T751del,Sins)",AZD-1152HQPA,<300nM
IKK-epsilon,CP-690550,>300nM
PAK6,MLN-518,>300nM
ACVR2B,GW-2580,>300nM
KIT(V559D),HKI-272,>300nM
CSNK2A1,LY-317615,>300nM
BTK,PTK-787,>300nM
CSNK1D,CP-690550,>300nM
NEK9,AZD-2171,>300nM
LTK,PP-242,<300nM
ABL1-phosphorylated,CP-690550,>300nM
EGFR(E746-A750del),BMS-540215,>300nM
FYN,TG-101348,<300nM
PIK4CB,LY-317615,>300nM
ROS1,Vandetanib,>300nM
PDGFRA,CHIR-258/TKI-258,<300nM
TEC,AG-013736,>300nM
BRK,AST-487,<300nM
PHKG1,PLX-4720,>300nM
p38-gamma,Imatinib,>300nM
AURKB,PD-173955,<300nM
"EGFR(L747-T751del,Sins)",AT-7519,>300nM
"EGFR(L747-E749del, A750P)",KW-2449,<300nM
ABL1(Q252H)-phosphorylated,CHIR-265/RAF-265,<300nM
BRAF,CHIR-258/TKI-258,<300nM
LCK,Pazopanib,<300nM
IKK-epsilon,AC220,>300nM
SNRK,CI-1033,>300nM
FES,SGX-523,>300nM
FLT1,Gefitinib,>300nM
MAP4K5,JNJ-28312141,<300nM
ABL1(E255K)-phosphorylated,GSK-1838705A,>300nM
CDK3,GW-2580,>300nM
DCAMKL3,AZD-6244/ARRY-886,>300nM
PKN2,LY-333531,<300nM
CSNK1A1,JNJ-28312141,>300nM
PIK3CA(E545A),HKI-272,>300nM
PIK4CB,Flavopiridol,>300nM
ADCK3,SGX-523,>300nM
ACVR2B,BMS-540215,>300nM
EGFR(E746-A750del),AST-487,<300nM
PIK3CA(I800L),CEP-701,>300nM
PIK3CA(H1047L),Imatinib,>300nM
RET(M918T),PLX-4720,<300nM
MLCK,ABT-869,>300nM
MAPKAPK5,MLN-120B,>300nM
MAK,MLN-518,>300nM
PAK4,Ki-20227,>300nM
CDK9,Imatinib,>300nM
AXL,JNJ-28312141,<300nM
PRP4,JNJ-28312141,>300nM
EPHA4,CP-690550,>300nM
PRKD3,PD-173955,>300nM
AURKC,BMS-387032/SNS-032,>300nM
ABL1(Q252H)-phosphorylated,Imatinib,<300nM
NEK5,Erlotinib,>300nM
MRCKB,PD-173955,>300nM
RSK1(Kin.Dom.2-C-terminal),PTK-787,>300nM
PKMYT1,BMS-540215,>300nM
PIK3CB,TAE-684,>300nM
SYK,Flavopiridol,>300nM
OSR1,R547,>300nM
EGFR(E746-A750del),AB-1010,>300nM
MAP3K3,LY-317615,>300nM
CIT,AG-013736,<300nM
GRK7,MLN-120B,>300nM
JAK3(JH1domain-catalytic),SGX-523,>300nM
TTK,R406,<300nM
MAK,MLN-120B,>300nM
"EGFR(L747-T751del,Sins)",AB-1010,>300nM
IKK-epsilon,PD-173955,>300nM
MYO3B,PTK-787,>300nM
YES,AZD-2171,<300nM
ULK1,AB-1010,>300nM
TAOK3,CEP-701,<300nM
"KIT(V559D,V654A)",INCB18424,>300nM
MAP3K15,BMS-540215,>300nM
JNK2,ABT-869,>300nM
KIT,Crizotinib,<300nM
PFTK1,BMS-540215,>300nM
PFTK1,AT-7519,>300nM
AKT1,MLN-518,>300nM
ALK,KW-2449,<300nM
PIK3C2B,Ki-20227,>300nM
TYRO3,Crizotinib,>300nM
JAK1(JH2domain-pseudokinase),R406,<300nM
ABL1(F317I)-phosphorylated,A-674563,>300nM
CDK9,AZD-6244/ARRY-886,>300nM
p38-beta,SGX-523,>300nM
NEK6,PTK-787,>300nM
HIPK3,LY-317615,<300nM
SRPK1,HKI-272,>300nM
YANK3,GDC-0941,>300nM
EGFR(L861Q),SGX-523,>300nM
MEK3,KW-2449,<300nM
PHKG2,AB-1010,>300nM
MRCKA,Nilotinib,>300nM
STK36,Dasatinib,>300nM
ROCK1,LY-333531,>300nM
MLK2,ABT-869,>300nM
EPHB2,GW-2580,>300nM
PAK6,SGX-523,>300nM
ABL1(F317I)-phosphorylated,PTK-787,>300nM
PCTK2,R547,>300nM
PAK6,BMS-345541,>300nM
CAMK1G,Erlotinib,>300nM
LOK,PP-242,<300nM
ULK1,CEP-701,<300nM
ABL1(T315I)-nonphosphorylated,A-674563,>300nM
NLK,BIBW-2992,>300nM
JAK2(JH1domain-catalytic),GSK-690693,>300nM
PRKCH,Imatinib,>300nM
KIT,Lapatinib,>300nM
NDR2,MLN-8054,>300nM
PDGFRA,SGX-523,>300nM
ULK3,BIRB-796,>300nM
PRKCI,GSK-690693,>300nM
IKK-beta,BMS-387032/SNS-032,>300nM
FRK,BMS-387032/SNS-032,>300nM
DYRK1B,Erlotinib,>300nM
TNIK,GW-2580,>300nM
CSNK1E,Pazopanib,<300nM
CTK,AB-1010,>300nM
YSK4,CHIR-265/RAF-265,<300nM
SRPK3,LY-333531,>300nM
DYRK1A,Lapatinib,>300nM
MAPKAPK2,AZD-6244/ARRY-886,>300nM
MERTK,LY-333531,>300nM
IKK-epsilon,SB-203580,>300nM
CASK,R406,<300nM
EGFR(L858R),Dasatinib,<300nM
PLK2,TAE-684,<300nM
PFTK1,CHIR-265/RAF-265,>300nM
ACVR2A,CI-1033,>300nM
TAOK1,PKC-412,<300nM
ERN1,ABT-869,>300nM
PRKR,LY-317615,>300nM
PFCDPK1(P.falciparum),MLN-8054,>300nM
MAP4K5,BI-2536,>300nM
EPHA8,Flavopiridol,>300nM
RET(M918T),TG-101348,<300nM
ICK,GSK-690693,>300nM
MLCK,PD-173955,>300nM
LATS2,Gefitinib,>300nM
"KIT(V559D,T670I)",Erlotinib,<300nM
EGFR(E746-A750del),AC220,>300nM
ERK1,BMS-387032/SNS-032,>300nM
EPHB2,AZD-1152HQPA,>300nM
FRK,LY-333531,>300nM
MAP3K2,GDC-0879,>300nM
PRKG2,Flavopiridol,>300nM
CAMKK2,INCB18424,<300nM
TGFBR2,AZD-6244/ARRY-886,>300nM
PIK3C2G,Flavopiridol,>300nM
TIE1,PP-242,<300nM
NEK7,MLN-8054,>300nM
PRKCI,MLN-518,>300nM
GAK,AST-487,<300nM
YES,AB-1010,>300nM
FES,BMS-387032/SNS-032,>300nM
MARK4,AZD-6244/ARRY-886,>300nM
AKT2,TAE-684,<300nM
JAK2(JH1domain-catalytic),Erlotinib,>300nM
ROS1,PHA-665752,>300nM
MARK2,PKC-412,<300nM
PRP4,MLN-120B,>300nM
HIPK1,Staurosporine,<300nM
JAK1(JH2domain-pseudokinase),LY-317615,>300nM
CSNK1G1,AZD-1152HQPA,>300nM
EPHB4,GW-2580,>300nM
MET(Y1235D),LY-333531,>300nM
IRAK4,KW-2449,<300nM
EPHA7,HKI-272,>300nM
FAK,LY-333531,>300nM
ZAP70,Imatinib,>300nM
FLT4,PKC-412,<300nM
BRAF(V600E),Staurosporine,<300nM
RSK3(Kin.Dom.2-C-terminal),AG-013736,>300nM
ABL1(F317L)-nonphosphorylated,GW-2580,>300nM
MARK2,PD-173955,>300nM
MET(Y1235D),PD-173955,<300nM
DCAMKL1,GDC-0879,>300nM
RSK1(Kin.Dom.1-N-terminal),AB-1010,>300nM
LATS2,R547,>300nM
MEK5,AZD-2171,<300nM
YANK3,Flavopiridol,>300nM
ACVR1B,AZD-6244/ARRY-886,>300nM
DYRK2,BMS-345541,>300nM
MEK4,INCB18424,>300nM
AAK1,Ki-20227,>300nM
PRKD1,GDC-0941,>300nM
ERK4,CI-1033,>300nM
NDR1,TG-101348,>300nM
EPHA1,PKC-412,<300nM
CHEK1,CI-1033,>300nM
RIPK1,Pazopanib,>300nM
AKT1,HKI-272,>300nM
TEC,CEP-701,<300nM
FLT4,PTK-787,>300nM
CDK4-cyclinD3,GW-2580,>300nM
PFTK1,MLN-8054,>300nM
IKK-beta,LY-333531,>300nM
EPHA5,AT-7519,>300nM
CSNK2A2,LY-317615,>300nM
KIT(L576P),JNJ-28312141,<300nM
MLK2,LY-333531,>300nM
HIPK1,CHIR-258/TKI-258,<300nM
PIK3C2B,PKC-412,>300nM
CDC2L1,PHA-665752,>300nM
LZK,GDC-0941,>300nM
RET(V804M),AST-487,<300nM
ABL1(E255K)-phosphorylated,CI-1033,<300nM
MEK4,PLX-4720,>300nM
FGFR1,BI-2536,>300nM
MAP4K5,Dasatinib,<300nM
CDC2L1,BMS-387032/SNS-032,>300nM
FLT3(D835Y),Pazopanib,<300nM
PLK3,CHIR-265/RAF-265,>300nM
AKT1,TG-101348,>300nM
ABL1(F317I)-nonphosphorylated,AT-7519,>300nM
p38-gamma,Pazopanib,>300nM
CSK,Staurosporine,<300nM
DDR2,Flavopiridol,<300nM
MRCKA,R406,<300nM
BIKE,A-674563,<300nM
IGF1R,GW-2580,>300nM
WEE2,AG-013736,>300nM
"EGFR(L858R,T790M)",AC220,>300nM
INSRR,BMS-540215,>300nM
NDR2,CHIR-258/TKI-258,>300nM
NLK,KW-2449,<300nM
PIK3CA,PP-242,<300nM
CSNK1E,SGX-523,>300nM
FRK,R547,>300nM
CAMK2G,Imatinib,>300nM
ERN1,SGX-523,>300nM
LKB1,Staurosporine,<300nM
CIT,GSK-1838705A,>300nM
PFTK1,TAE-684,<300nM
FLT1,AG-013736,<300nM
TAOK2,SGX-523,>300nM
MARK1,MLN-120B,>300nM
MARK4,SGX-523,>300nM
FGFR3(G697C),Pazopanib,<300nM
MET(M1250T),Pazopanib,<300nM
PIK3CA(H1047L),MLN-8054,>300nM
DCAMKL1,LY-317615,>300nM
PAK1,ABT-869,>300nM
ERK2,AZD-2171,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),BMS-387032/SNS-032,>300nM
EGFR(T790M),BMS-345541,>300nM
PIK3C2G,INCB18424,>300nM
NEK3,BI-2536,>300nM
MET(M1250T),AB-1010,>300nM
PIM2,GW-2580,>300nM
ABL1(M351T)-phosphorylated,PKC-412,<300nM
CLK2,Vandetanib,>300nM
ACVR1B,Gefitinib,>300nM
HIPK3,R406,<300nM
EGFR(G719S),BIRB-796,>300nM
CSNK1A1L,LY-333531,>300nM
ERBB4,Vandetanib,<300nM
DDR1,AZD-6244/ARRY-886,>300nM
HIPK3,SB-203580,<300nM
LIMK1,PLX-4720,>300nM
VRK2,ABT-869,>300nM
FLT3(ITD),Vandetanib,<300nM
p38-beta,R406,<300nM
CAMKK1,AZD-1152HQPA,>300nM
CAMK1D,CI-1033,>300nM
PIK3CA(E545A),BIRB-796,>300nM
FLT3(K663Q),AC220,<300nM
CSNK1A1,Vandetanib,>300nM
p38-delta,Imatinib,>300nM
IKK-beta,KW-2449,<300nM
DDR1,Flavopiridol,<300nM
PDGFRA,Imatinib,<300nM
TIE2,GSK-1838705A,>300nM
MYO3B,R406,>300nM
CAMKK2,JNJ-28312141,<300nM
MST3,LY-333531,>300nM
LRRK2,AZD-2171,>300nM
BTK,Staurosporine,<300nM
MAP4K2,CHIR-265/RAF-265,>300nM
CAMK2A,AT-7519,>300nM
IKK-beta,Nilotinib,>300nM
MTOR,KW-2449,>300nM
