Kinase,Compound,Predicted_Kd_Category
PDGFRA,GDC-0941,>300nM
DYRK2,AZD-2171,>300nM
DMPK2,MLN-8054,>300nM
LIMK1,Dasatinib,>300nM
ERK2,Vandetanib,>300nM
ULK2,Flavopiridol,>300nM
ROS1,GW-2580,>300nM
CDK3,SB-203580,>300nM
SGK3,LY-333531,>300nM
VEGFR2,PKC-412,>300nM
NEK2,BMS-387032/SNS-032,>300nM
CIT,PTK-787,>300nM
INSR,A-674563,>300nM
PIM2,GW-2580,>300nM
EPHA7,GSK-690693,>300nM
RPS6KA4(Kin.Dom.1-N-terminal),MLN-8054,>300nM
EPHA2,GSK-1838705A,>300nM
ULK2,GDC-0879,>300nM
PKMYT1,BIRB-796,>300nM
TTK,JNJ-28312141,>300nM
STK16,LY-317615,>300nM
RIOK2,BMS-345541,>300nM
NEK1,CI-1033,>300nM
MAP3K15,PTK-787,>300nM
DCAMKL3,BMS-387032/SNS-032,>300nM
DAPK1,TG-101348,>300nM
PRKR,JNJ-28312141,>300nM
ABL1(F317I)-phosphorylated,MLN-120B,>300nM
MAPKAPK5,Crizotinib,>300nM
CDKL5,SGX-523,>300nM
MAP3K15,MLN-518,>300nM
RSK3(Kin.Dom.2-C-terminal),GDC-0941,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),AZD-2171,>300nM
CDKL2,Flavopiridol,>300nM
PRP4,Flavopiridol,>300nM
TYK2(JH1domain-catalytic),TG-101348,>300nM
STK35,TAE-684,>300nM
ABL2,Nilotinib,>300nM
STK39,BMS-345541,>300nM
MARK2,AZD-6244/ARRY-886,>300nM
BMPR1A,AZD-2171,>300nM
PRKD3,PHA-665752,>300nM
AKT1,R547,>300nM
ABL1(F317I)-nonphosphorylated,Nilotinib,<300nM
CHEK2,CP-690550,>300nM
BLK,LY-317615,>300nM
CLK1,AG-013736,>300nM
ERBB4,MLN-8054,>300nM
MYLK2,GSK-1838705A,>300nM
TIE2,MLN-8054,>300nM
MAK,BIBW-2992,>300nM
PHKG2,GSK-1838705A,>300nM
ABL1(F317L)-nonphosphorylated,AC220,>300nM
TTK,AZD-2171,>300nM
CDK9,MLN-518,>300nM
CDKL2,JNJ-28312141,>300nM
RSK4(Kin.Dom.1-N-terminal),MLN-518,>300nM
JNK2,GSK-1838705A,>300nM
PIK3CA(E545K),Staurosporine,>300nM
FLT3,BMS-540215,>300nM
TLK1,INCB18424,>300nM
TIE2,AZD-6244/ARRY-886,>300nM
FGFR4,PLX-4720,>300nM
RSK3(Kin.Dom.2-C-terminal),R406,>300nM
VEGFR2,CP-690550,>300nM
PIK3CB,CHIR-258/TKI-258,>300nM
RIPK2,Crizotinib,>300nM
DRAK2,GDC-0941,>300nM
SNARK,BMS-540215,>300nM
MRCKB,GSK-1838705A,>300nM
CSNK1A1,Lapatinib,>300nM
PCTK1,SB-203580,>300nM
PKN1,AC220,>300nM
p38-beta,JNJ-28312141,>300nM
MYO3B,MLN-120B,>300nM
JNK2,SGX-523,>300nM
ALK,TAE-684,<300nM
DLK,MLN-8054,>300nM
PIP5K1C,PTK-787,>300nM
HPK1,BMS-540215,>300nM
BRK,AST-487,>300nM
SRC,A-674563,>300nM
MET(Y1235D),PTK-787,>300nM
DYRK2,GSK-1838705A,>300nM
EPHA3,Lapatinib,>300nM
MKNK1,CEP-701,<300nM
CTK,Imatinib,>300nM
PKNB(M.tuberculosis),GW-2580,>300nM
TAOK2,GDC-0879,>300nM
WEE1,Crizotinib,>300nM
MAP4K5,Dasatinib,>300nM
SIK,PTK-787,>300nM
BRAF,AC220,>300nM
EGFR(L861Q),Gefitinib,<300nM
CDK11,CHIR-258/TKI-258,>300nM
MKK7,GDC-0941,>300nM
ROS1,TG-101348,>300nM
PRKD1,CEP-701,<300nM
ROS1,GSK-690693,>300nM
MET(Y1235D),AC220,>300nM
ERK5,PD-173955,>300nM
DDR2,AT-7519,>300nM
TNIK,GSK-1838705A,>300nM
TYRO3,INCB18424,>300nM
ABL1(E255K)-phosphorylated,Flavopiridol,>300nM
DAPK3,Lapatinib,>300nM
EPHA8,AT-7519,>300nM
PRKR,LY-333531,>300nM
TIE1,KW-2449,>300nM
RSK4(Kin.Dom.2-C-terminal),Erlotinib,>300nM
HCK,GDC-0941,>300nM
TAOK2,Imatinib,>300nM
HIPK1,PHA-665752,>300nM
PRP4,CHIR-265/RAF-265,>300nM
RAF1,JNJ-28312141,>300nM
DAPK1,BMS-387032/SNS-032,>300nM
CAMK2A,CHIR-258/TKI-258,>300nM
CSF1R,KW-2449,<300nM
CHEK1,R406,<300nM
ROS1,Flavopiridol,>300nM
EGFR(L858R),BMS-387032/SNS-032,>300nM
MAP4K4,GDC-0879,>300nM
EPHB3,LY-333531,>300nM
S6K1,PKC-412,>300nM
"KIT(V559D,T670I)",CEP-701,<300nM
PFTK1,Crizotinib,>300nM
IRAK1,PKC-412,<300nM
FLT3,Ki-20227,>300nM
ABL1(F317L)-phosphorylated,AST-487,<300nM
MAST1,LY-333531,>300nM
SGK3,AZD-6244/ARRY-886,>300nM
AXL,AZD-6244/ARRY-886,>300nM
DCAMKL2,PLX-4720,>300nM
ABL1(Y253F)-phosphorylated,CP-690550,>300nM
"GCN2(Kin.Dom.2,S808G)",AZD-2171,>300nM
ROS1,MLN-8054,>300nM
MAP3K2,Nilotinib,>300nM
MAP4K4,GSK-1838705A,>300nM
DRAK2,AG-013736,>300nM
ASK2,JNJ-28312141,>300nM
PIK3CA(Q546K),BMS-387032/SNS-032,>300nM
RSK4(Kin.Dom.2-C-terminal),GW-2580,>300nM
RSK1(Kin.Dom.1-N-terminal),Erlotinib,>300nM
CSNK1A1L,GSK-1838705A,>300nM
EPHA5,BMS-387032/SNS-032,>300nM
PKMYT1,AZD-1152HQPA,>300nM
SGK3,A-674563,>300nM
PRKD3,AT-7519,>300nM
MERTK,JNJ-28312141,>300nM
DMPK,BI-2536,>300nM
FES,PKC-412,>300nM
NEK5,CP-690550,>300nM
CDKL5,GDC-0879,>300nM
AKT1,AZD-2171,>300nM
ABL1(F317I)-nonphosphorylated,AG-013736,>300nM
ABL1(F317L)-nonphosphorylated,JNJ-28312141,>300nM
AURKC,AT-7519,>300nM
STK39,ABT-869,>300nM
CHEK1,PHA-665752,>300nM
STK36,BMS-387032/SNS-032,>300nM
FLT3(ITD),Imatinib,>300nM
NEK7,BIBW-2992,>300nM
TAOK2,INCB18424,>300nM
AKT2,Pazopanib,>300nM
MUSK,AZD-6244/ARRY-886,>300nM
AKT1,PD-173955,>300nM
HUNK,BIBW-2992,>300nM
MLK2,Nilotinib,>300nM
MAP3K4,LY-317615,>300nM
RSK4(Kin.Dom.2-C-terminal),CP-690550,>300nM
PAK7,Pazopanib,>300nM
EGFR(T790M),Nilotinib,>300nM
FRK,Dasatinib,<300nM
PIK3CA(E545K),Imatinib,>300nM
"EGFR(L747-E749del, A750P)",Staurosporine,<300nM
CDC2L1,CP-690550,>300nM
PKN1,PKC-412,>300nM
FGFR2,LY-317615,>300nM
PKMYT1,TAE-684,>300nM
PRKCH,GDC-0941,>300nM
RIOK3,MLN-8054,>300nM
PRKCD,BI-2536,>300nM
RET(V804L),R547,>300nM
ABL2,AST-487,<300nM
CSF1R,CHIR-258/TKI-258,<300nM
JAK2(JH1domain-catalytic),Imatinib,>300nM
RIPK1,AZD-1152HQPA,>300nM
MELK,TAE-684,>300nM
PAK7,Staurosporine,<300nM
AURKB,LY-333531,>300nM
DAPK2,R547,>300nM
EGFR(G719S),AB-1010,>300nM
CDKL1,GW-2580,>300nM
PLK4,GDC-0941,>300nM
TNK1,A-674563,>300nM
AURKA,AZD-6244/ARRY-886,>300nM
PAK3,BMS-345541,>300nM
NEK6,PD-173955,>300nM
FGFR2,AZD-2171,>300nM
YANK1,BMS-345541,>300nM
ABL1-phosphorylated,MLN-120B,>300nM
CDK8,PD-173955,>300nM
CSNK1G1,MLN-8054,>300nM
MYO3B,JNJ-28312141,>300nM
RSK4(Kin.Dom.2-C-terminal),AST-487,>300nM
CAMKK2,TAE-684,>300nM
KIT,Dasatinib,<300nM
ACVR1B,R406,>300nM
PIK3C2B,MLN-8054,>300nM
MARK2,BIBW-2992,>300nM
"EGFR(L858R,T790M)",AST-487,>300nM
WEE1,ABT-869,>300nM
PFTAIRE2,CP-690550,>300nM
FAK,AB-1010,>300nM
TAOK2,SGX-523,>300nM
PDPK1,BIRB-796,>300nM
CAMK4,MLN-518,>300nM
CHEK1,Flavopiridol,>300nM
MST4,PP-242,>300nM
AMPK-alpha1,Gefitinib,>300nM
CAMK1G,A-674563,>300nM
RSK1(Kin.Dom.1-N-terminal),LY-333531,>300nM
BMPR2,PKC-412,>300nM
MST2,Gefitinib,>300nM
CSNK1A1,ABT-869,>300nM
KIT(A829P),Vandetanib,>300nM
STK33,AZD-1152HQPA,>300nM
GAK,PP-242,>300nM
TEC,AZD-2171,>300nM
MERTK,AZD-1152HQPA,>300nM
DYRK1B,MLN-8054,>300nM
RAF1,AB-1010,>300nM
LKB1,Dasatinib,>300nM
CSNK1D,Ki-20227,>300nM
CSNK1A1,Flavopiridol,>300nM
PIK3CA(E542K),INCB18424,>300nM
CSF1R,Crizotinib,<300nM
MYLK,Flavopiridol,>300nM
MRCKA,PD-173955,>300nM
PRKR,Crizotinib,>300nM
BRSK1,BMS-345541,>300nM
ERBB4,GSK-690693,>300nM
ULK1,AZD-1152HQPA,>300nM
PKN1,GDC-0941,>300nM
PKAC-beta,GDC-0941,>300nM
EGFR(G719S),BIRB-796,>300nM
SNARK,BMS-345541,>300nM
TTK,TG-101348,>300nM
TGFBR2,TG-101348,>300nM
MARK1,AST-487,>300nM
MAP3K4,Crizotinib,>300nM
ADCK4,GSK-690693,>300nM
MARK1,CEP-701,<300nM
MARK2,AZD-1152HQPA,>300nM
ABL1(H396P)-phosphorylated,BMS-387032/SNS-032,>300nM
RSK4(Kin.Dom.2-C-terminal),ABT-869,>300nM
EPHA5,GDC-0879,>300nM
STK39,PD-173955,>300nM
ULK1,BMS-540215,>300nM
ERK5,BIBW-2992,>300nM
ERBB3,GSK-1838705A,>300nM
p38-alpha,AT-7519,>300nM
RSK2(Kin.Dom.1-N-terminal),PHA-665752,>300nM
TESK1,R406,<300nM
LYN,KW-2449,>300nM
NEK2,GW-2580,>300nM
AMPK-alpha1,AZD-1152HQPA,>300nM
TRKB,AZD-1152HQPA,>300nM
ABL1(Q252H)-phosphorylated,AZD-1152HQPA,>300nM
PIK3CA(E542K),PKC-412,>300nM
SIK2,Dasatinib,>300nM
HPK1,BMS-345541,>300nM
KIT(A829P),BMS-345541,>300nM
CLK4,BIRB-796,>300nM
LATS2,TG-101348,>300nM
NDR2,LY-333531,>300nM
BMPR2,AZD-1152HQPA,>300nM
LYN,INCB18424,>300nM
NEK9,BMS-540215,>300nM
IGF1R,KW-2449,>300nM
KIT(V559D),TAE-684,<300nM
NEK2,MLN-120B,>300nM
ABL1(M351T)-phosphorylated,CP-690550,>300nM
CSNK1G1,INCB18424,>300nM
YANK1,Crizotinib,>300nM
CSNK1A1L,KW-2449,>300nM
RIPK2,GSK-1838705A,>300nM
PRKG2,CHIR-258/TKI-258,>300nM
GAK,AC220,>300nM
FER,Pazopanib,>300nM
KIT(L576P),SB-203580,>300nM
ERK4,GDC-0879,>300nM
CSNK1A1L,BIBW-2992,>300nM
DRAK1,Pazopanib,>300nM
TAOK1,CI-1033,>300nM
CDK8,CHIR-265/RAF-265,>300nM
PRKD3,TAE-684,<300nM
PFTK1,GDC-0941,>300nM
TAOK1,LY-317615,>300nM
FER,Crizotinib,>300nM
BIKE,LY-333531,>300nM
PIK3CA(Q546K),CP-690550,>300nM
DMPK,Vandetanib,>300nM
SgK110,Erlotinib,>300nM
INSRR,Vandetanib,>300nM
PKAC-beta,Crizotinib,>300nM
PRKR,Gefitinib,>300nM
PAK2,Imatinib,>300nM
MST1,AC220,>300nM
TESK1,BI-2536,>300nM
CSNK1A1L,SGX-523,>300nM
EPHA5,Imatinib,>300nM
MET,MLN-120B,>300nM
PKN1,TG-101348,>300nM
SNARK,R547,>300nM
MST1R,GDC-0941,>300nM
PIK3CA(M1043I),GSK-690693,>300nM
SIK2,Crizotinib,>300nM
DAPK2,TAE-684,>300nM
RSK1(Kin.Dom.2-C-terminal),GSK-690693,>300nM
KIT,AC220,<300nM
NEK5,JNJ-28312141,>300nM
YANK3,CI-1033,>300nM
FGFR3(G697C),LY-333531,>300nM
YSK4,SGX-523,<300nM
CLK4,CHIR-265/RAF-265,>300nM
"EGFR(L858R,T790M)",ABT-869,>300nM
PIK3CA(M1043I),BMS-345541,>300nM
PIM3,PP-242,>300nM
EPHB6,GSK-1838705A,>300nM
ITK,Ki-20227,>300nM
RIPK2,CEP-701,>300nM
TYK2(JH2domain-pseudokinase),GW-2580,>300nM
MAST1,Vandetanib,>300nM
TAOK2,A-674563,>300nM
PRKCE,Flavopiridol,>300nM
MINK,CEP-701,<300nM
ERK5,ABT-869,>300nM
MEK3,MLN-8054,>300nM
EGFR(E746-A750del),PHA-665752,>300nM
MEK3,PKC-412,>300nM
SBK1,AZD-1152HQPA,>300nM
EIF2AK1,Ki-20227,>300nM
FGFR4,Ki-20227,>300nM
IGF1R,Crizotinib,>300nM
p38-gamma,MLN-518,>300nM
MAPKAPK2,SB-203580,>300nM
ABL2,GDC-0941,>300nM
CSNK1G2,PTK-787,>300nM
PKAC-beta,TAE-684,>300nM
ROCK2,PLX-4720,>300nM
SRPK2,TAE-684,>300nM
EPHA3,LY-333531,>300nM
CSNK1E,Lapatinib,>300nM
PIK3CA(I800L),CP-690550,>300nM
ZAP70,MLN-8054,>300nM
ACVRL1,BMS-387032/SNS-032,>300nM
MLK1,MLN-518,>300nM
PIK3CA(M1043I),AZD-6244/ARRY-886,>300nM
NEK6,Pazopanib,>300nM
LATS1,Ki-20227,>300nM
SRMS,Erlotinib,>300nM
RIPK5,Crizotinib,>300nM
CDKL5,HKI-272,>300nM
TRKA,AZD-6244/ARRY-886,>300nM
PRKG2,AZD-1152HQPA,>300nM
CASK,Flavopiridol,>300nM
PIP5K1C,MLN-120B,>300nM
KIT(V559D),KW-2449,<300nM
MET,PP-242,>300nM
CDC2L5,Ki-20227,>300nM
EPHA5,R406,>300nM
HPK1,A-674563,>300nM
LATS2,CEP-701,<300nM
FRK,TAE-684,<300nM
CLK1,BIBW-2992,>300nM
FLT4,A-674563,>300nM
PRP4,AC220,>300nM
LIMK2,TG-101348,>300nM
PAK3,BI-2536,>300nM
CLK1,Pazopanib,>300nM
PKN1,BMS-387032/SNS-032,>300nM
DDR1,Erlotinib,>300nM
LATS1,MLN-8054,>300nM
PIK3CA(M1043I),PP-242,<300nM
FLT3,CHIR-258/TKI-258,<300nM
STK35,Gefitinib,>300nM
EPHB3,TG-101348,>300nM
ABL1(F317L)-nonphosphorylated,MLN-518,>300nM
PRKCI,PP-242,>300nM
FGFR4,HKI-272,>300nM
MLK3,HKI-272,>300nM
KIT,ABT-869,<300nM
RPS6KA4(Kin.Dom.2-C-terminal),PP-242,>300nM
YSK4,Dasatinib,>300nM
PAK2,AB-1010,>300nM
MST1R,JNJ-28312141,>300nM
EPHA6,PTK-787,>300nM
CAMKK1,A-674563,>300nM
TBK1,Staurosporine,<300nM
CIT,KW-2449,>300nM
ACVR2A,BMS-387032/SNS-032,>300nM
PRKR,PHA-665752,>300nM
ARK5,PLX-4720,>300nM
ACVRL1,TG-101348,>300nM
AXL,SGX-523,>300nM
RAF1,R406,>300nM
CAMK1G,BIRB-796,>300nM
MEK6,GSK-1838705A,>300nM
TLK2,GSK-1838705A,>300nM
STK36,MLN-120B,>300nM
ABL1-phosphorylated,AG-013736,<300nM
MAP3K2,Flavopiridol,>300nM
RSK2(Kin.Dom.1-N-terminal),Nilotinib,>300nM
PRKR,BI-2536,>300nM
FER,KW-2449,>300nM
YSK1,Vandetanib,>300nM
TNK1,Crizotinib,>300nM
YSK1,GDC-0879,>300nM
NEK1,Nilotinib,>300nM
JAK1(JH2domain-pseudokinase),Erlotinib,>300nM
CAMK1,BMS-387032/SNS-032,>300nM
NDR1,Lapatinib,>300nM
TNIK,AZD-1152HQPA,>300nM
CSF1R,BIRB-796,>300nM
MAST1,Flavopiridol,>300nM
NEK6,SB-203580,>300nM
SRMS,GW-2580,>300nM
PIK3C2G,HKI-272,>300nM
MET(M1250T),R547,>300nM
TAOK2,R547,>300nM
DCAMKL3,R547,>300nM
CSNK1G3,AG-013736,>300nM
PFTK1,A-674563,>300nM
ABL1(F317L)-phosphorylated,CP-690550,>300nM
MLK1,BMS-540215,>300nM
NDR2,TG-101348,>300nM
ANKK1,R406,<300nM
PRKD2,Pazopanib,>300nM
JAK3(JH1domain-catalytic),R406,<300nM
"EGFR(L747-T751del,Sins)",PP-242,>300nM
RSK1(Kin.Dom.2-C-terminal),R406,>300nM
DMPK,AZD-1152HQPA,>300nM
ABL1(E255K)-phosphorylated,PHA-665752,>300nM
GRK1,LY-333531,>300nM
RIOK3,R547,>300nM
FLT1,CP-690550,>300nM
PIK3CA(I800L),BMS-345541,>300nM
YSK1,Dasatinib,>300nM
PIK3CA(E545A),PKC-412,>300nM
LRRK2,Crizotinib,>300nM
CSNK1A1,CP-690550,>300nM
DDR1,GW-2580,>300nM
FLT4,PKC-412,>300nM
EGFR(G719C),GSK-690693,>300nM
EPHB1,GDC-0879,>300nM
MKNK1,AB-1010,>300nM
EPHA4,Lapatinib,>300nM
PFTK1,SGX-523,>300nM
PRKG1,AG-013736,>300nM
QSK,ABT-869,>300nM
STK35,AST-487,>300nM
KIT(L576P),Flavopiridol,>300nM
TAOK2,HKI-272,>300nM
PIP5K1A,A-674563,>300nM
PFCDPK1(P.falciparum),A-674563,>300nM
RSK4(Kin.Dom.1-N-terminal),Erlotinib,>300nM
STK33,Crizotinib,>300nM
PRKCI,Dasatinib,>300nM
CHEK2,CHIR-265/RAF-265,>300nM
MTOR,PHA-665752,>300nM
EGFR(S752-I759del),CI-1033,<300nM
ABL1-phosphorylated,BI-2536,>300nM
MKNK1,JNJ-28312141,>300nM
CLK3,TAE-684,<300nM
GSK3B,BIRB-796,>300nM
EPHA6,CHIR-258/TKI-258,>300nM
DMPK,R406,>300nM
CAMK1G,AC220,>300nM
PRKD3,Erlotinib,>300nM
NEK11,Crizotinib,>300nM
CAMK1D,PTK-787,>300nM
MKK7,GSK-1838705A,>300nM
PIK3CA(Q546K),AZD-2171,>300nM
YES,MLN-120B,>300nM
PIK3CA(E545K),JNJ-28312141,>300nM
KIT(A829P),PLX-4720,>300nM
ROCK2,BMS-345541,>300nM
ERBB2,LY-317615,>300nM
IKK-alpha,A-674563,>300nM
YSK1,AZD-6244/ARRY-886,>300nM
JNK3,BIBW-2992,>300nM
LATS2,Nilotinib,>300nM
HCK,PP-242,>300nM
PKAC-beta,AC220,>300nM
NEK7,CHIR-258/TKI-258,>300nM
PIK3CA,PD-173955,>300nM
BMPR2,Gefitinib,>300nM
FLT3(D835H),GDC-0879,>300nM
CSNK2A2,MLN-120B,>300nM
DDR2,BIBW-2992,>300nM
CAMK1D,R547,>300nM
EPHA7,Staurosporine,<300nM
CAMK2G,INCB18424,>300nM
JAK2(JH1domain-catalytic),BMS-387032/SNS-032,>300nM
DCAMKL2,GW-2580,>300nM
ABL1(Y253F)-phosphorylated,AT-7519,>300nM
KIT,CI-1033,>300nM
"EGFR(L858R,T790M)",PLX-4720,>300nM
CSF1R,BMS-387032/SNS-032,>300nM
MEK2,INCB18424,>300nM
PCTK3,GW-2580,>300nM
"EGFR(L747-S752del, P753S)",MLN-518,>300nM
HCK,Erlotinib,>300nM
IGF1R,PKC-412,>300nM
PIK3CB,MLN-120B,>300nM
ACVR1B,CHIR-258/TKI-258,>300nM
p38-gamma,R406,>300nM
PLK4,TAE-684,<300nM
BRAF,CHIR-265/RAF-265,>300nM
DMPK2,AST-487,>300nM
MRCKA,PHA-665752,>300nM
EPHA2,Flavopiridol,>300nM
PDGFRA,AZD-6244/ARRY-886,>300nM
AKT1,CI-1033,>300nM
NEK2,ABT-869,>300nM
ERK2,SB-203580,>300nM
TEC,AZD-1152HQPA,>300nM
RPS6KA4(Kin.Dom.2-C-terminal),Staurosporine,<300nM
DAPK1,Nilotinib,>300nM
PAK3,R406,>300nM
CDK3,BMS-540215,>300nM
LRRK2,R406,>300nM
PHKG2,SGX-523,>300nM
CDK4-cyclinD1,BIRB-796,>300nM
CAMKK2,SB-203580,>300nM
AXL,BIBW-2992,>300nM
STK33,CHIR-265/RAF-265,>300nM
PLK3,Crizotinib,>300nM
RSK3(Kin.Dom.2-C-terminal),Pazopanib,>300nM
PIP5K2C,Staurosporine,>300nM
CLK3,BMS-540215,>300nM
GRK7,AZD-2171,>300nM
AMPK-alpha1,PTK-787,>300nM
JAK1(JH1domain-catalytic),BIRB-796,>300nM
SgK110,Crizotinib,>300nM
PIK3CA(E542K),Nilotinib,>300nM
ALK,Staurosporine,<300nM
RSK4(Kin.Dom.2-C-terminal),MLN-120B,>300nM
ADCK3,PP-242,>300nM
KIT(L576P),Vandetanib,<300nM
EPHB1,CHIR-265/RAF-265,>300nM
PDGFRB,Pazopanib,<300nM
FGFR1,KW-2449,>300nM
PIK3CA(E542K),JNJ-28312141,>300nM
TAOK2,Ki-20227,>300nM
ABL1-nonphosphorylated,Erlotinib,<300nM
TESK1,Vandetanib,>300nM
MARK4,SB-203580,>300nM
ROS1,TAE-684,>300nM
IRAK3,Imatinib,>300nM
AKT1,AB-1010,>300nM
PDPK1,GW-2580,>300nM
CDK4-cyclinD1,PP-242,>300nM
STK36,INCB18424,>300nM
ERK4,ABT-869,>300nM
MAPKAPK5,Dasatinib,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),HKI-272,>300nM
PCTK2,ABT-869,>300nM
NEK7,INCB18424,>300nM
JNK2,GDC-0941,>300nM
EPHB4,Crizotinib,>300nM
ABL1(Q252H)-phosphorylated,CHIR-265/RAF-265,>300nM
OSR1,AG-013736,>300nM
DDR1,JNJ-28312141,>300nM
CDK8,Gefitinib,>300nM
PLK1,GDC-0941,>300nM
PAK6,GSK-690693,>300nM
RSK3(Kin.Dom.2-C-terminal),Erlotinib,>300nM
TRKC,HKI-272,>300nM
KIT(A829P),Crizotinib,>300nM
PIK3CA,CI-1033,>300nM
CHEK1,BIRB-796,>300nM
EGFR(G719C),PLX-4720,>300nM
EPHB3,PKC-412,>300nM
MEK3,CHIR-258/TKI-258,>300nM
RPS6KA5(Kin.Dom.2-C-terminal),Pazopanib,>300nM
KIT(D816H),SGX-523,>300nM
MLK1,BMS-345541,>300nM
NEK2,GDC-0879,>300nM
PIK3CA(H1047Y),MLN-8054,>300nM
MST1R,Imatinib,>300nM
LZK,A-674563,>300nM
CSNK1G2,AZD-6244/ARRY-886,>300nM
GSK3A,BIBW-2992,>300nM
MLK1,BIBW-2992,>300nM
ABL1(T315I)-nonphosphorylated,CHIR-258/TKI-258,<300nM
ICK,Vandetanib,>300nM
FLT4,GDC-0879,>300nM
TXK,CHIR-258/TKI-258,>300nM
"EGFR(L747-S752del, P753S)",AZD-2171,>300nM
NIM1,Dasatinib,>300nM
YANK3,MLN-8054,>300nM
EIF2AK1,GSK-1838705A,>300nM
EPHA8,MLN-518,>300nM
QSK,Crizotinib,>300nM
CLK2,PLX-4720,>300nM
MST4,AT-7519,>300nM
PIK3C2G,PHA-665752,>300nM
GAK,PKC-412,>300nM
PCTK2,R547,>300nM
DMPK,GW-2580,>300nM
PIK3CA(M1043I),PLX-4720,>300nM
MST2,AC220,>300nM
PRKCD,PD-173955,>300nM
AURKA,PTK-787,>300nM
LATS1,BI-2536,>300nM
PAK7,PKC-412,>300nM
ERBB2,Vandetanib,>300nM
PIK3CD,AZD-6244/ARRY-886,>300nM
CDKL5,TG-101348,>300nM
GRK4,JNJ-28312141,>300nM
RET(V804L),CEP-701,<300nM
IKK-epsilon,PD-173955,>300nM
EPHB1,JNJ-28312141,>300nM
SNRK,GW-2580,>300nM
PHKG2,BMS-540215,>300nM
PKMYT1,Staurosporine,>300nM
MRCKA,JNJ-28312141,>300nM
DYRK1B,MLN-518,>300nM
RIOK1,BIBW-2992,>300nM
SIK2,Flavopiridol,>300nM
RIPK5,BMS-540215,>300nM
CLK3,CEP-701,>300nM
CLK1,PP-242,>300nM
HUNK,A-674563,>300nM
BMX,Imatinib,>300nM
RET(M918T),Pazopanib,>300nM
PRKD3,KW-2449,>300nM
EGFR(E746-A750del),BI-2536,>300nM
PFPK5(P.falciparum),PHA-665752,>300nM
LIMK1,AZD-6244/ARRY-886,>300nM
LRRK2,R547,>300nM
PAK3,KW-2449,>300nM
KIT(V559D),AG-013736,<300nM
LKB1,Lapatinib,>300nM
SIK2,TG-101348,>300nM
CSNK1E,INCB18424,>300nM
KIT(A829P),PP-242,>300nM
RET(M918T),GSK-1838705A,>300nM
AKT2,R406,>300nM
ERK4,AZD-1152HQPA,>300nM
PIP5K1A,MLN-518,>300nM
DAPK2,BMS-540215,>300nM
ABL1-phosphorylated,PTK-787,>300nM
NEK2,HKI-272,>300nM
MET,GDC-0941,>300nM
MAP3K1,AG-013736,>300nM
TBK1,Erlotinib,>300nM
ABL1-nonphosphorylated,BMS-540215,>300nM
LOK,Pazopanib,>300nM
PDPK1,Pazopanib,>300nM
CTK,Erlotinib,>300nM
MAK,AG-013736,>300nM
MELK,CEP-701,<300nM
CDK4-cyclinD1,AST-487,>300nM
p38-alpha,PHA-665752,>300nM
EGFR(L861Q),INCB18424,>300nM
NIM1,Crizotinib,>300nM
EPHA1,GDC-0941,>300nM
MST2,MLN-518,>300nM
CLK3,AZD-1152HQPA,>300nM
BRSK2,Dasatinib,>300nM
HIPK4,AC220,>300nM
SgK110,GSK-690693,>300nM
TGFBR1,AST-487,>300nM
PFTAIRE2,AG-013736,>300nM
PAK6,Crizotinib,>300nM
NEK6,KW-2449,>300nM
EPHA8,CEP-701,<300nM
MAP3K3,BIBW-2992,>300nM
FLT3(D835Y),GSK-1838705A,>300nM
MAP3K2,TG-101348,<300nM
NEK9,Vandetanib,>300nM
ABL2,PD-173955,>300nM
YANK2,AB-1010,>300nM
BIKE,MLN-8054,>300nM
EPHA2,PLX-4720,>300nM
EPHB3,HKI-272,>300nM
YES,CHIR-258/TKI-258,<300nM
PRKG2,SGX-523,>300nM
PIP5K2B,Staurosporine,<300nM
MEK2,Lapatinib,>300nM
TESK1,CP-690550,>300nM
ABL1(Q252H)-phosphorylated,Erlotinib,<300nM
MARK4,CP-690550,>300nM
JAK1(JH1domain-catalytic),CP-690550,>300nM
TYRO3,AC220,>300nM
TNK1,BIBW-2992,>300nM
YANK1,TG-101348,>300nM
EPHA3,MLN-8054,>300nM
ABL2,Vandetanib,<300nM
ROCK1,Imatinib,>300nM
YSK1,LY-333531,>300nM
PIM2,GDC-0941,>300nM
MELK,AZD-1152HQPA,>300nM
IKK-beta,SB-203580,>300nM
GRK1,SGX-523,>300nM
ERK3,AZD-6244/ARRY-886,>300nM
NDR2,AC220,>300nM
RIOK1,MLN-8054,>300nM
IRAK3,A-674563,>300nM
PAK6,HKI-272,>300nM
MEK6,PP-242,>300nM
RIOK3,PTK-787,>300nM
p38-beta,PLX-4720,>300nM
CDKL1,AZD-6244/ARRY-886,>300nM
CAMK2B,Crizotinib,>300nM
SYK,Lapatinib,>300nM
LOK,AZD-1152HQPA,>300nM
PIK3CA(C420R),CI-1033,>300nM
LYN,BMS-345541,>300nM
PIP5K2C,CHIR-265/RAF-265,>300nM
EPHA6,Erlotinib,>300nM
RET(V804M),BI-2536,>300nM
"EGFR(L747-E749del, A750P)",GW-2580,>300nM
PAK7,CP-690550,>300nM
"KIT(V559D,V654A)",SB-203580,>300nM
PKAC-alpha,ABT-869,>300nM
